Unnamed: 0,WT,WT,WT,WT,WT,WT,WT,WT,WT,WT,WT,WT
TEMP,2.5704937,1.8731481,2.82932,1.2555708,7.4829751,1.395268,6.2548187,1.963773,1.3332088,2.2160257,0.7074622,1.43154969
TEMP,2.5961443,1.1519223,3.747512,1.3642015,7.8712471,2.662091,5.3783351,2.1094918,1.2635693,2.073571,0.6557894,1.60150979
TEMP,2.6493503,0.8803005,4.766291,0.96417651,7.7892451,3.4890261,6.0696694,1.7489948,1.3191319,1.770142,0.7421783,1.66487709
TEMP,2.8352293,0.7739707,4.450099,0.83456351,7.948743,3.9453192,5.3749894,2.2307838,1.0134399,1.84136,0.7552523,1.6670571
TEMP,2.6714593,0.8295339,4.095443,0.82003491,7.929344,3.9537213,5.8184424,2.2092158,1.1137056,2.09258,0.8705586,1.6946266
TEMP,2.3925803,0.7035809,4.07779,1.03299091,7.3758959,3.5903178,6.5758544,2.4876789,1.0548779,2.038115,0.8967222,1.7856406
TEMP,2.0180811,0.7030522,4.190004,1.11658201,6.8269189,3.6540008,7.2266334,2.3935248,0.9573283,2.4121673,0.889915,1.4561386
TEMP,1.7072101,0.8921655,4.0596921,0.99531101,4.0313198,3.7986838,7.2658974,2.200965,0.8531543,2.7303323,0.83049083,1.4809056
TEMP,1.7500791,0.9048957,4.0290041,0.94216291,2.6945718,3.8027153,7.7656674,1.974928,0.8903316,2.6019553,0.75096263,1.5037777
TEMP,1.57977001,0.9773541,4.8649741,0.93021081,2.3076868,3.7405483,7.9081764,1.9414376,1.1629384,2.5768973,0.76918833,1.2478719
TEMP,1.67742371,0.8598117,5.5695821,0.98655671,1.9104914,3.6297312,7.7329184,2.3419636,1.4875287,2.5508453,0.72282563,1.4453956
TEMP,1.74531771,0.9559545,4.5318121,0.92221581,1.4639574,2.3173847,8.946563,2.5580956,1.5186539,2.582559,0.73265853,1.3858606
TEMP,1.57063931,1.0639173,3.7705371,0.9475417,1.4213864,1.5441877,8.487027,2.3459456,1.4762471,2.702575,0.63500963,1.4258506
TEMP,1.21601371,1.0910918,3.6967161,1.0227657,1.3772674,1.03824316,8.570631,1.9791806,1.397176,2.57615,0.64134513,1.4916408
TEMP,1.10815941,1.1372076,3.6693981,1.1200037,1.1361985,1.03851986,8.314046,1.7768876,1.378676,2.1766788,0.58311983,1.5968931
TEMP,1.24498541,2.1825696,4.4962021,0.7722524,1.1268031,1.16676636,8.4619,1.5829026,1.9507128,2.1941918,0.51135863,1.2680178
TEMP,1.36408961,3.3075646,4.0861403,0.6772891,1.3290921,1.02699036,7.09007369,1.6966247,2.8977944,2.1344308,0.46593513,1.2391965
TEMP,1.43596861,3.1471264,4.8282672,0.8491381,2.8969512,0.88456736,6.43253869,1.7655025,2.9976104,1.9333068,0.4906439,1.4123245
TEMP,1.31808961,3.2588601,4.9078542,0.9525024,4.7915392,0.84815796,5.11184869,1.8288862,3.0861804,1.9241648,0.5217053,1.4791372
TEMP,1.4303047,3.3684151,4.4957502,0.93163112,5.8345382,0.87492396,4.35300369,2.0682757,2.7870847,1.7544568,0.581617,1.796278
TEMP,1.4364797,3.365825,3.9092712,0.90173892,6.1834196,0.87214836,4.53817469,1.5585135,2.4365795,1.9612908,0.6692472,1.5759696
TEMP,1.4328627,3.43017,3.7390417,0.87902122,6.3759326,0.90142956,5.03150469,1.1606399,2.5026108,1.8956076,0.6051028,1.4454203
TEMP,1.5917401,3.2844876,3.3829817,0.86420352,6.5232966,1.23560556,4.83760049,1.3070589,2.5193429,1.6800135,0.6768437,1.3273963
TEMP,1.589173,3.2682953,3.5048827,0.66606882,6.6132776,1.8881251,4.97203949,1.2216052,2.640109,1.9323705,0.6692019,1.3401726
TEMP,1.6355183,3.1832553,3.4406208,0.60514272,6.8841505,2.256279,6.06497749,1.2143412,2.5947348,2.0812997,0.7746632,1.2729945
TEMP,1.3490126,2.1068277,2.4220608,0.60015812,6.9020187,3.23315,5.70755149,1.1696699,2.1772018,2.0979187,0.8996024,1.3225935
TEMP,1.3080206,1.2642647,3.0757106,0.65389422,6.6588273,3.392405,7.1363978,1.2573719,1.4291618,1.8132627,0.9272711,1.3265367
TEMP,1.2007674,1.3515949,2.3709315,0.58259022,5.1132569,3.399102,7.2880738,1.1071349,1.3127842,1.8937637,1.0140113,1.0276004
TEMP,1.1633167,1.2857029,2.6388755,0.63713622,3.2868979,3.687683,8.8939538,1.2081652,1.09591449,1.7165982,1.0808041,0.9782854
TEMP,1.3702737,1.2877859,2.3471425,0.7419095,2.0088787,3.5727942,9.6926688,0.9944944,1.04427502,2.0052742,1.1079151,0.9103544
TEMP,1.4658267,1.2361491,2.7191195,0.9119987,1.6110081,3.5774333,9.4146438,1.2314456,1.19598922,1.8064052,1.0089792,0.9472846
TEMP,1.30757052,1.1735831,3.452475,1.1007783,1.3860168,3.5220754,8.4258038,1.3474922,1.29622922,1.8002149,1.0105063,0.9692247
TEMP,1.13031232,3.9781625,3.3959592,1.1755101,1.2441428,3.0909635,8.4247937,1.4087592,1.24625892,1.90446,0.9245754,1.1632757
TEMP,1.15713902,4.2833911,3.5060842,1.1587311,1.1242048,2.4551497,9.9869277,1.4473713,1.15790682,1.597486,0.8965554,1.5826268
TEMP,1.08968422,6.9966211,3.8653441,1.2502962,1.1325108,2.1147997,9.6971077,1.3701094,1.51034702,1.473426,0.8290914,1.8654879
TEMP,1.13931342,8.5390087,4.1545581,1.4239021,1.3667941,1.1207427,9.7264587,1.4237437,1.54203402,1.3750688,0.7344041,2.1213192
TEMP,1.07486042,8.4659267,3.6207151,1.5011513,1.5860765,1.3269907,10.0593187,1.2079776,1.28912013,1.3203975,0.7210055,2.1613413
TEMP,1.27613062,8.9858477,3.8732622,1.4889064,2.2916799,1.7802517,10.3944187,1.2546412,1.32288973,1.0388318,0.7300625,2.2433086
TEMP,1.29327432,9.0504287,4.2562582,1.4506184,3.2279489,1.6031677,8.9679257,1.1368908,1.33703934,1.0793253,0.7601785,2.5311056
TEMP,1.25661632,9.2308427,4.7656612,1.6141664,3.3865651,1.6146696,7.9084141,1.1640908,1.55853251,0.9711973,0.6798468,2.2604187
TEMP,1.13875232,9.2662866,4.1089188,1.5575584,3.5331477,1.6441636,8.9211391,1.1538818,1.38839551,1.1451613,0.7478667,2.4526709
TEMP,1.2777435,9.4654076,3.5958328,1.3402122,3.5784,1.7004391,9.8358491,1.2073288,1.33219451,1.4216768,0.7748361,2.7927751
TEMP,1.4196417,6.8403086,3.5762845,1.2652293,3.571633,1.874213,10.8772824,1.0753468,1.34657981,1.5044238,0.8038052,2.7391551
TEMP,1.5115177,6.6331446,3.2679928,1.2989501,3.640641,2.8294178,9.1602884,1.2596854,1.33510961,1.5446878,0.8323519,2.2495201
TEMP,1.5877015,4.1440976,3.1132188,1.3743751,3.597137,3.5719748,9.2313184,1.3359133,1.20759261,1.5860848,0.7262575,2.3579241
TEMP,1.5781231,2.8375986,2.9286948,1.3447591,3.666436,4.6920418,9.3012814,1.3682123,1.11882561,1.67014,0.7802248,2.3234491
TEMP,1.8277361,2.8507776,2.7927644,1.2232374,3.472261,5.2829558,8.8195814,1.4332743,1.1838218,1.7481478,0.7964751,2.3108601
TEMP,1.7832241,2.3021986,2.6200974,1.2012432,2.834827,5.0878548,9.2964684,1.3866107,1.3235838,1.8370075,0.7126912,2.1859661
TEMP,1.7452774,2.1762241,1.8559334,1.1276707,1.840428,5.3893898,8.8752226,1.5936131,1.4559629,1.7636935,0.6642492,1.9725911
TEMP,1.5879734,1.8298666,1.4113304,0.85454944,1.816248,5.4845367,8.8289054,2.0289439,1.2764223,1.5025187,0.6356527,2.101794
TEMP,1.5103757,1.937181,1.6953068,0.82909944,1.870355,5.4573738,7.8587434,2.2692149,1.2938486,1.5222057,0.6543857,1.988542
TEMP,1.6494047,2.196245,1.5614918,0.84075704,2.021095,5.5920085,7.3108734,2.1864339,1.1922956,1.2797461,0.7102245,1.71609
TEMP,1.6559907,4.507184,1.8493389,1.06348394,1.9900235,5.5589065,6.9050864,2.3228799,1.1992282,1.1216715,0.7769703,1.715607
TEMP,1.5624913,5.384417,2.0741106,1.05438094,1.82809,4.7072965,7.4187704,2.1307095,1.3432275,1.3489325,0.8151823,2.004632
TEMP,1.5657833,5.229831,2.3593276,0.93967894,1.6518693,4.0702665,6.5508004,2.2389905,1.2281085,1.3464072,0.9306987,1.64204
TEMP,1.5921399,5.888496,2.2121502,1.02462994,1.4050671,2.9824095,6.0928804,2.2468145,1.2162495,1.5832352,0.8586033,1.505452
TEMP,1.2935363,5.855682,2.4356826,1.11026164,1.4648821,1.9203279,5.9413704,2.2996006,1.3755222,1.6148107,0.8540205,1.4164161
TEMP,1.3900663,5.816452,2.4965886,1.16608274,1.3517372,1.7343629,5.2392274,2.4154806,1.1590785,1.5164566,0.9346274,1.5863351
TEMP,1.608259,5.7805315,2.4835017,1.38019524,1.2314243,1.2862406,6.3255962,2.1996289,1.4788295,1.493299,0.9672754,1.5872041
TEMP,1.801759,6.13948,2.1566191,1.5906045,1.0612862,1.188418,6.3240025,1.7587612,1.6084131,1.6912228,1.0062977,1.483031
TEMP,1.8328166,6.120033,2.0026181,1.6205285,0.9807122,1.1917094,8.2126645,1.3447862,1.6722168,1.5041228,0.9362509,1.4414765
TEMP,1.6417607,5.5376914,2.0772391,1.6097925,0.9433392,1.0716744,7.7630935,1.4262532,1.6209662,2.0188044,0.8580931,1.3514279
TEMP,2.1349727,3.3141054,1.8286994,1.4307208,0.9738397,0.9820766,8.5419705,1.3321672,2.2656377,2.087948,0.8117301,1.2058997
TEMP,2.3277641,2.4651364,1.6237992,1.6312877,1.0259856,0.9751556,8.2523135,1.4851426,2.9274277,1.898235,0.7529558,0.9341945
TEMP,2.4833651,2.5447444,1.1830923,1.6789137,1.0590593,0.9253966,8.6712405,1.5262666,3.0491237,2.1641243,0.7051672,0.9631045
TEMP,2.5031454,1.8520264,1.1999589,1.7690467,1.0176931,0.849496,8.477425,1.9176386,3.2407517,1.8205175,0.735757,0.9891035
TEMP,2.4992073,1.6826057,1.0546109,1.7817187,0.9896271,0.9547546,8.02936,2.2504246,3.4589157,1.9038105,0.7799939,1.4515774
TEMP,2.3005763,2.0264577,1.0175399,1.6973231,0.9810512,0.8842996,7.826606,2.3224486,3.8347164,2.0393586,0.7587819,1.8097744
TEMP,2.0839759,2.6578657,1.0820848,1.5789611,0.9586998,0.87756292,7.460259,2.5331563,3.4551007,2.049996,0.6531432,1.8772244
TEMP,1.9452559,2.3000706,1.1351314,1.5290931,0.981133,0.91681572,7.8645755,2.5050637,3.5430917,1.9039011,0.6742885,1.8947338
TEMP,1.9141505,2.2426616,1.0319271,1.5395351,0.8799836,1.00585382,6.0303895,2.6459047,3.5379507,1.8222576,0.671596,1.9995703
TEMP,1.9461964,2.2547882,1.0382861,1.5449527,0.6751421,1.17563282,5.4454695,2.5442083,3.7129473,1.3444606,0.6661566,2.1085359
TEMP,1.6428864,2.1090072,1.0251624,1.5825034,0.7505321,1.47219362,4.2194745,2.5680673,3.0592318,1.2761912,0.6291456,2.4249721
TEMP,1.7616044,2.3379342,1.0068341,1.5539064,1.4142507,1.74629162,4.7751715,2.5007073,2.5915158,1.119456,0.8022658,2.6690163
TEMP,1.5247605,2.9002292,1.037862,1.4781738,2.8948367,2.55396862,5.3388945,2.3574853,2.8975358,0.855423,0.7959977,2.8902443
TEMP,1.5789415,4.0522512,1.0391647,1.1770421,4.4872241,2.68017622,6.756613,2.1483223,2.6441887,0.9511448,0.8462533,3.0113123
TEMP,1.5649125,4.8469719,0.9779768,1.0830549,5.3860421,2.73861622,6.067238,2.3796433,2.2640469,0.9353818,1.0703005,2.6096418
TEMP,1.8022715,4.8093499,0.8839038,1.0641425,5.7088209,2.78173722,7.177035,2.3110973,2.0331399,1.0431978,1.0540746,2.2760368
TEMP,1.9307529,4.1710918,0.8229903,0.9492419,5.8447592,2.9390112,6.4640424,2.1990763,2.2395226,1.1018966,1.0470019,2.1901608
TEMP,1.8586979,4.6984639,0.8200971,0.9299289,5.9893391,3.377663,6.9096524,2.1630081,2.2811066,1.0456632,1.2788695,2.3193835
TEMP,1.8495135,4.9942409,0.9245894,1.0636349,6.0603785,3.3202058,8.2657484,2.3161451,2.4564316,1.2584837,1.4980778,2.6397725
TEMP,1.9390805,5.0441803,0.8046872,1.100364,6.339823,3.1607008,10.2410594,2.313919,2.6913566,1.4298837,1.5273353,2.8426745
TEMP,1.8535675,5.2419283,1.0377366,1.174518,6.17034738,2.8656382,11.2789044,2.783281,3.1254271,1.6053291,1.5299476,2.7112385
TEMP,1.7685295,5.5649933,1.3495981,0.9822788,5.89339338,2.5825592,10.8032244,2.6682059,2.8239201,1.8096053,1.4684286,2.5488995
TEMP,1.779323,5.1740153,1.3138754,0.90695925,4.43184338,1.7470392,10.3117224,2.7215719,2.3074791,1.7355873,1.4378301,2.2067924
TEMP,1.7103672,3.8532197,1.3746685,0.93294255,2.87462928,2.0302892,9.0669504,2.9283269,2.5730302,1.7464253,1.3837216,2.0499114
TEMP,2.0559859,3.0237299,1.5059894,0.92685185,1.84945918,1.920782,10.1168904,2.7347359,2.5993784,1.5995114,1.1794996,2.0752039
TEMP,1.8503739,2.6667852,1.5176077,0.91657605,1.52594688,1.8311123,11.4813704,2.61907854,2.9439094,1.3804418,1.1232905,1.9146899
TEMP,1.9921339,2.6672899,1.6089012,0.91055775,1.53365288,1.6786641,12.244083,2.69453254,3.0858654,1.4934182,1.2182079,1.9919119
TEMP,1.8986717,2.2579809,1.6502724,0.79856695,1.49665088,1.1913763,12.109861,3.00166104,2.8181922,1.5217956,1.0599529,1.804914
TEMP,1.9802776,2.1310549,1.5968964,0.84475195,1.41451798,1.2069561,10.91709,2.83911804,2.5758738,1.6048696,0.854899,1.3189992
TEMP,1.8592357,2.3095225,1.6230316,1.14761385,1.22032098,1.2455531,10.42238,2.92533254,2.3744588,1.6473226,0.8259812,1.0613849
TEMP,1.7018487,2.2250145,1.4661416,0.99151535,1.3018828,1.2330815,9.62551,2.59957854,2.1883668,1.5153049,0.8249252,1.0252359
TEMP,1.4501712,1.8630755,1.2970446,1.34119455,1.0850268,1.3409885,9.951081,2.60498794,2.1957348,1.2980852,0.7012884,0.9645297
TEMP,1.6363936,1.5480676,1.2734786,1.6451707,1.5421728,1.3649845,10.282643,2.73322594,2.4482218,1.4400022,0.7041404,1.0711238
TEMP,1.6211008,1.9492472,1.3205226,1.8373991,1.5348532,0.9132939,10.532439,2.24310374,2.3916068,1.3866652,0.7901089,1.0472828
TEMP,1.4068918,2.459676,1.2536326,1.982576,1.8461263,0.8396438,9.795528,1.80118764,2.5593834,1.4953351,0.7104432,0.9681457
