Unnamed: 0,WT,WT,WT,WT,WT,WT,WT
TEMP,0.0,0.0,0.0,1.9533024,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.1516225,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.0506331,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.6889594,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.8142311,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.7561913,0.0,0.0,0.44235
TEMP,0.0,0.0,0.0,1.70953,0.0,0.0,0.617204
TEMP,0.0,0.0,0.0,1.900431,0.0,0.0,1.712024
TEMP,0.0,0.0,0.0,1.901555,0.0,0.0,1.7664621
TEMP,0.0,0.0,0.0,1.859008,0.0,0.0,1.8175663
TEMP,0.0,0.0,0.0,1.639178,0.0,0.0,2.1750703
TEMP,0.0,0.0,0.0,1.667746,0.0,0.0,2.7001803
TEMP,0.0,0.0,0.0,1.8040704,0.0,0.0,3.2304933
TEMP,0.0,0.0,0.0,2.1007201,0.0,0.0,3.5308603
TEMP,0.0,0.0,0.0,2.7082811,0.0,0.0,3.6889613
TEMP,0.0,0.0,0.0,2.8544929,0.0,0.0,3.5505873
TEMP,0.0,0.0,0.0,3.004933,0.0,0.0,3.6363903
TEMP,0.0,0.0,0.0,2.813649,0.0,0.0,2.5415703
TEMP,0.0,0.0,0.0,2.694234,0.0,0.0,2.4871322
TEMP,0.0,0.0,0.0,2.708024,0.0,0.0,2.436028
TEMP,0.0,0.0,0.0,2.545566,0.0,0.0,2.078524
TEMP,0.0,0.0,0.0,2.31479,0.0,0.0,1.553414
TEMP,0.0,0.0,0.0,2.1772297,0.0,0.0,1.023101
TEMP,0.0,0.0,0.0,2.0644247,0.0,0.0,0.722734
TEMP,0.0,0.0,0.0,1.5628097,0.0,0.0,0.564633
TEMP,0.0,0.0,0.0,1.4729197,0.0,0.0,0.260657
TEMP,0.0,0.0,0.0,1.5055307,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.6681637,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.6237185,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.7184765,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.6465983,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.6478221,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.8284374,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.689072,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.41989,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.398532,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.320112,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.344498,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.4355312,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.5480862,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.6220574,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.5877988,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.6533168,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.6989942,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.1605942,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.1262423,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.0899623,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.862261,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.871076,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.756949,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.864579,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.0307698,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.9760848,0.0,0.0,1.01994
TEMP,0.0,0.0,0.0,2.0498588,0.0,0.0,1.186219
TEMP,0.0,0.0,0.0,1.7178428,0.0,0.0,1.441073
TEMP,0.0,0.0,0.0,1.647643,0.0,0.0,1.590948
TEMP,0.0,0.0,0.0,1.77359,0.0,0.0,1.884224
TEMP,0.0,0.0,0.0,1.9942973,0.0,0.0,2.533716
TEMP,0.0,0.0,0.0,2.0392463,0.0,0.0,4.176566
TEMP,0.0,0.0,0.0,1.9001612,0.0,0.0,4.355475
TEMP,0.0,0.0,0.0,1.8227982,0.0,0.0,5.506575
TEMP,0.0,0.0,0.0,1.7784222,0.0,0.0,5.506575
TEMP,0.0,0.0,0.0,1.6119405,0.0,0.0,4.486635
TEMP,0.0,0.0,0.0,1.4405353,0.0,0.0,4.320356
TEMP,0.0,0.0,0.0,1.354066,0.0,0.0,4.065502
TEMP,0.0,0.0,0.0,1.3888546,0.0,0.0,3.915627
TEMP,0.0,0.0,0.0,1.2794726,0.0,0.0,3.622351
TEMP,0.0,0.0,0.0,1.1997086,0.0,0.0,2.972859
TEMP,0.0,0.0,0.0,1.0921016,0.0,0.0,1.330009
TEMP,0.0,0.0,0.0,1.2540377,0.0,0.0,1.1511
TEMP,0.0,0.0,0.0,1.1728902,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.0287663,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.115379,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.1593171,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.1981387,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.4571528,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.4244377,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.2128627,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.2204717,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.0473284,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.2692879,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.8806208,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.9890458,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,4.3449799,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,5.1905316,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,5.2082286,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,5.3969727,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,5.8826827,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,5.8015205,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,5.8471818,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,5.5456004,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,5.0351434,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,3.9185514,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.5673853,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.8354673,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.8576673,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.6866233,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.2358828,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.325669,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.3786,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.4369965,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.4254685,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.3665948,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.4626939,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.2912213,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.1608543,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.4034463,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.5240398,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.4644753,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.3619128,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.4653547,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.6229557,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.6801624,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.6085659,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.7808495,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.9903325,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,3.1923195,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,3.034788,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,3.1234435,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,3.16729,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,3.17286,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,3.238828,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,3.390345,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,3.4664265,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,3.3269854,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.9242774,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.4724119,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.4687686,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.3217096,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.2582306,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.3494846,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.1043686,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,0.9243066,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.0227696,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.1211617,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.3161367,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.3186725,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.4938263,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.6343313,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.7467203,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.6563893,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.7148893,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.7351843,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.8596243,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.5492543,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.5652013,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.589901,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.4725205,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.5052205,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.4677025,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.3257324,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.2178919,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.2153929,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.9042607,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.3034177,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.2292407,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.1184387,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.2433652,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.2993692,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.2319168,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.2968179,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.3786484,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.3958874,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.3807961,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.174557,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.042603,0.0,0.0,1.8248
TEMP,0.0,0.0,0.0,1.0576474,0.0,0.0,2.110315
TEMP,0.0,0.0,0.0,0.9659744,0.0,0.0,2.1984088
TEMP,0.0,0.0,0.0,0.814126,0.0,0.0,2.6120758
TEMP,0.0,0.0,0.0,0.8405712,0.0,6.1045,2.7318268
TEMP,0.0,0.0,0.0,0.9899012,0.0,6.1045,2.7864087
TEMP,0.0,0.0,0.0,0.9704912,0.0,6.1045,2.9404957
TEMP,0.0,0.0,0.0,1.0953932,0.0,6.1045,3.5662207
TEMP,0.0,0.0,0.0,1.108627,0.0,6.1045,3.6675457
TEMP,0.0,0.0,0.0,1.2988971,0.0,6.1045,3.6675457
TEMP,0.0,0.0,0.0,1.4738371,0.0,6.1045,1.8427457
TEMP,0.0,0.0,0.0,1.5384974,0.0,6.1045,1.5572307
TEMP,0.0,0.0,0.0,1.5918284,0.0,6.1045,1.4691369
TEMP,0.0,0.0,0.0,1.6440608,0.0,6.1045,1.0554699
TEMP,0.0,0.0,0.0,2.383658,0.0,0.0,0.9357189
TEMP,0.0,0.0,0.0,3.456529,0.0,0.0,0.881137
TEMP,0.0,0.0,0.0,4.433032,0.0,0.0,0.72705
TEMP,0.0,0.0,0.0,4.898033,0.0,0.0,0.101325
TEMP,0.0,0.0,0.0,5.1189637,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,5.0137357,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,4.8782366,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,5.0202569,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,4.873327,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,5.139093,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,4.504636,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,3.508919,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.673932,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.022169,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.913433,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.7994888,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.9988169,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.8877669,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.9231713,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.6648713,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.8293733,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.534598,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.617169,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.895646,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.129446,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.4841202,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.2697996,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.2572156,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.5842801,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.7431341,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.6119861,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.7636954,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.9285094,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.7698604,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.5186604,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.4001214,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.500416,0.0,0.0,0.0
TEMP,0.0,0.0,2.26441,2.601667,0.0,0.0,0.0
TEMP,0.0,0.0,2.673301,2.402252,0.0,0.0,0.0
TEMP,0.0,0.0,2.801091,2.302951,0.0,0.0,0.0
TEMP,0.0,0.0,3.029156,2.382095,0.0,0.0,0.0
TEMP,0.0,0.0,3.029156,2.419687,0.0,0.0,0.0
TEMP,0.0,0.0,3.029156,2.161497,0.0,0.0,0.0
TEMP,0.0,0.0,3.029156,2.264255,0.0,0.0,0.0
TEMP,0.0,0.0,3.029156,2.1478908,0.0,0.0,0.0
TEMP,0.0,0.0,3.029156,1.9618681,0.0,0.0,0.0
TEMP,0.0,0.0,3.029156,2.1263281,0.0,0.0,0.0
TEMP,0.0,0.0,0.764746,2.0294891,0.0,0.0,0.0
TEMP,0.0,0.0,0.355855,1.9549131,0.0,0.0,0.0
TEMP,0.0,0.0,0.228065,2.0493021,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.3867611,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.5664661,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.3852247,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.0977322,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.1226699,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.0845112,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.8420771,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.7951629,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.7177902,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.5181762,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,0.9143768,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,0.6230978,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,0.6271446,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.0340991,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.027661,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.5257944,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.9613245,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.9302129,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.9356611,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.1108111,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.2407955,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.2214785,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.7145971,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.8619161,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.8477671,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.6458691,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.3766311,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.4159777,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.7121682,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.6992302,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.6151613,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.5754102,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.1170792,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.7153502,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.8244608,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.5385612,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.4743422,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.469653,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.46674,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.350918,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.5868729,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.933795,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.9068806,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.7973811,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.7947731,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.0480297,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.951034,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.0989744,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.1267274,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.1222514,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.9101715,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.6847255,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.8676419,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.0565224,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.1011694,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.0505594,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.3157571,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.3257971,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.1988121,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.100764,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.1261489,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.0502209,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.1034449,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.0261509,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.2543259,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.9005359,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.9395319,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,3.4730639,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,3.7889429,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,3.847486,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,3.850139,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,3.7537471,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,3.5513271,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,3.5464861,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,3.2736271,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.5564321,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.2552225,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.49458475,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.12509175,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.13694575,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.36991075,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.51400465,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.52500265,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.73939265,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.66057505,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.85646105,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.97573165,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.0951534,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.3078814,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,4.1740284,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,4.5865814,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,6.0201444,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,6.1349504,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,5.8456857,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,6.3066583,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,6.4523423,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,6.5039813,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,6.5435503,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,6.5570573,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,4.7040683,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,4.1577833,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.8074533,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.6371572,0.0,0.0,0.497909
TEMP,0.0,0.0,0.0,2.7914219,0.0,0.0,2.255359
TEMP,0.0,0.0,0.0,2.5688429,0.0,0.0,2.255359
TEMP,0.0,0.0,0.0,2.1991829,0.0,0.0,2.255359
TEMP,0.0,0.0,0.0,2.0746819,0.0,0.0,2.255359
TEMP,0.0,0.0,0.0,1.9673614,0.0,0.0,2.255359
TEMP,0.0,0.0,0.0,2.0285134,0.0,0.0,2.255359
TEMP,0.0,0.0,0.0,2.0488704,0.0,0.0,2.255359
TEMP,0.0,0.0,0.0,1.9249676,0.0,0.0,2.255359
TEMP,0.0,0.0,0.0,1.7888266,0.0,0.0,2.255359
TEMP,0.0,0.0,0.0,1.9028247,0.0,0.0,1.75745
TEMP,0.0,0.0,0.0,1.8910317,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.6172724,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.5523291,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.8006921,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.8930806,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.7322506,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.0090216,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.9831985,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.3356495,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.3921315,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.3874675,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.5208768,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.7027791,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.5134581,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.4064563,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.2804503,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.0905323,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.2612032,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.9136072,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.0635322,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.0095132,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.8682703,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.7156073,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.8574303,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.8783715,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.0413435,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.9351415,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.8507155,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.0196865,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.1630505,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.4613225,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.6467984,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.7859484,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.7449704,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.957098,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.767681,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.783763,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.761219,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.622177,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.389291,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.21468,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.27844,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.195846,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.011917,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.7940219,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.8112469,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.7658939,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.8689419,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.9570349,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,1.9994539,0.0,0.0,0.0
TEMP,0.0,0.0,0.0,2.2230469,0.0,0.0,1.21693
TEMP,0.0,0.0,0.0,2.1985809,0.0,0.0,1.358435
TEMP,0.0,0.0,0.0,2.3061599,0.0,0.0,1.519918
TEMP,0.0,0.0,0.0,3.0214789,0.0,0.0,1.5805728
TEMP,0.0,0.0,0.0,4.045326,0.0,0.0,1.6444217
