"","sample-1","sample-2","sample-3","sample-4","sample-5","sample-6","sample-7","sample-8","sample-9","sample-10","sample-11","sample-12"
"121",12.23922614,6.55055044,3.72782326,18.83755674,9.83197122,4.00820185,8.90163036,17.35570439,13.42199569,9.365682825,5.944863799,30.6273674
"122",12.27404574,6.63026124,3.79234836,18.91549024,9.86692092,4.02243435,8.98753156,17.36689989,13.43795999,9.449343825,5.972313899,30.8091254
"123",12.29947364,6.67489584,3.81084156,18.92937644,9.89350192,4.04724425,9.07274986,17.41467839,13.45744769,9.478260125,6.027875499,30.81888851
"124",12.36755414,6.69528374,3.81765445,18.95091374,9.92342062,4.05835445,9.10907726,17.46729919,13.52553439,9.572318925,6.088792599,31.02657551
"125",12.39165874,6.74428714,3.83812995,19.02436664,9.93346502,4.07449725,9.17623336,17.50128419,13.56440829,9.601584625,6.100545699,31.18180751
"126",12.42758674,6.76743794,3.86637605,19.04169644,9.97679212,4.09209965,9.23955966,17.51208959,13.60481069,9.648065925,6.143589699,31.20966061
"127",12.43217506,6.79924424,3.94919045,19.08901914,9.98495553,4.13384205,9.32938876,17.56129539,13.64148259,9.714664825,6.150096029,31.2165515
"128",12.44830076,6.80379458,3.98759475,19.10293844,10.05892353,4.24077105,9.40954396,17.58621649,13.66684439,9.778720925,6.200321629,31.3749935
"129",12.47998486,6.85923568,4.06827615,19.15799354,10.14966453,4.26986965,9.43510675999999,17.63305619,13.69938679,9.801823025,6.259087629,31.4464118
"130",12.50043086,6.88499178,4.07361518,19.24284524,10.16115883,4.31663965,9.50003936,17.66646049,13.78037169,9.840997425,6.306266129,31.4638472
"131",12.52752376,6.91269938,4.13031068,19.31053644,10.21712893,4.36950545,9.55993706,17.76685949,13.79540729,9.865016325,6.341615629,31.5869802
"132",12.54232856,6.97158618,4.19304058,19.32499084,10.24552573,4.43022115,9.58660476,17.81634629,13.89792229,9.880337625,6.392195529,31.6085252
"133",12.57421096,7.06572898,4.26722878,19.37792644,10.27007983,4.44169935,9.61992826,17.8261796,13.93505499,9.910666625,6.402118989,31.6548618
"134",12.59407146,7.42904898,4.31225958,19.45708744,10.27637882,4.52131655,9.63839626,17.8681094,13.95284329,9.929735525,6.411975919,31.7769648
"135",12.64517296,7.56862398,4.34181458,19.51939914,10.29110052,4.56220045,9.70444306,17.87771478,13.97646629,9.983479325,6.412717073,31.9333678
"136",12.67889376,7.65978028,4.39626588,19.58300014,10.35052532,4.60021065,9.73551576,17.90513918,13.99896679,10.015340625,6.437699173,32.0083084
"137",12.68989226,7.69189728,4.43165908,19.69363314,10.38149192,4.65202265,9.80645566,17.94481938,14.05996629,10.068452025,6.476451073,32.2229784
"138",12.72501086,7.73964858,4.43750121,19.73948054,10.38505451,4.66900535,9.86051316,18.03975548,14.10513389,10.103797625,6.497868673,32.5504824
"139",12.74206656,7.77672388,4.48185501,19.75799374,10.40358581,4.69596605,9.87347716,18.05967648,14.14253399,10.152664625,6.503100873,32.5790169
"140",12.77477356,7.81009428,4.51482791,19.79152214,10.40993621,4.77984075,9.91959716,18.08684638,14.15750029,10.190752225,6.561763473,32.593399
"141",12.79280226,7.89327808,4.53132271,19.87877044,10.44173471,4.86132845,10.05488216,18.15360468,14.17637119,10.232380225,6.587567673,32.6652617
"142",12.82378156,7.94479128,4.53287765,19.93884034,10.50310661,4.89691905,10.44806716,18.21655878,14.26296159,10.341404225,6.632045573,32.718928
"143",12.84047566,8.00058718,4.69262465,19.94086456,10.53767401,4.93360805,10.70601516,18.30314478,14.29583019,10.386044525,6.699645173,32.7992357
"144",12.87901616,8.03636448,4.87437565,19.95881616,10.54795401,4.98561335,11.26674316,18.31649738,14.33261409,10.404921325,6.739877273,32.9437637
"145",12.91926866,8.06407148,4.94680665,19.96155557,10.59831071,5.00766705,11.56554916,18.34014928,14.38595659,10.445211325,6.802532573,33.2214087
"146",12.93014806,8.07466968,4.98687755,20.02128677,10.64010951,5.03251655,11.65909026,18.35869568,14.42293489,10.470726925,6.825539673,33.3963137
"147",12.96591956,8.15558348,5.06281805,20.12041237,10.66187971,5.04409765,11.77924226,18.37905998,14.46904829,10.488414325,6.846387673,33.5022937
"148",12.98992716,8.21110998,5.06877601,20.25456337,10.69857141,5.05406097,12.17521626,18.38303032,14.47457369,10.508907125,6.857515173,33.5493468
"149",12.99740359,8.23051698,5.07582102,20.46936337,10.76784101,5.08515227,12.52690326,18.48195832,14.54623009,10.619652125,6.875741573,33.617046
"150",13.03750029,8.28639388,5.12615682,20.65148037,10.79268541,5.08893638,12.63740226,18.51517662,14.56648689,10.717455525,6.934431273,33.745616
"151",13.06486009,8.29941178,5.16015092,20.73369967,10.83092431,5.12611578,13.00387326,18.56797852,14.64487429,10.754220225,6.949776973,33.8128147
"152",13.09263049,8.38682778,5.21121442,20.86296567,10.86826811,5.16664888,13.03224786,18.66270782,14.75389129,10.779684925,6.965182973,33.9312327
"153",13.12731739,8.44378368,5.26801862,20.96007917,10.95711251,5.24722578,13.21634586,18.69053562,14.80011849,10.802683125,6.998388673,34.0036747
"154",13.17621239,8.53643448,5.32742772,21.00958987,10.99162151,5.29226818,13.37243286,18.71385332,14.87085389,10.832967225,7.015429073,34.0667141
"155",13.17926065,8.57033858,5.35565662,21.22895487,11.04688721,5.31359788,13.65391386,18.81921132,14.94253269,10.846201625,7.024502193,34.1850051
"156",13.21140515,8.63282918,5.39696372,21.27209537,11.07308091,5.37491448,13.82313286,18.94100832,15.06191269,10.879238425,7.028176003,34.240775
"157",13.28532785,8.70963408,5.40771552,21.36708067,11.09921611,5.43397258,14.17592886,18.9454047,15.26833969,10.894151425,7.051608303,34.351662
"158",13.37219965,8.78540848,5.48148032,21.52472367,11.13076671,5.44239948,14.22420616,18.9614719,15.48196969,10.905273725,7.068380203,34.3863513
"159",13.40221615,8.86545728,5.49468192,21.78646067,11.20239181,5.45234273,14.34423316,18.9774259,15.58411669,10.997049225,7.116540603,34.39200188
"160",13.42030635,8.94130368,5.53125732,21.86721887,11.21585411,5.48460483,14.41051466,18.9895826,15.64219349,11.084635825,7.120747033,34.49211788
"161",13.45492735,8.95688828,5.57806152,21.90950277,11.27127171,5.49519853,14.49473736,19.0375589,15.69297729,11.091655045,7.141619233,34.54524088
