Unnamed: 0,PTZ,PTZ,PTZ,PTZ,PTZ,PTZ,PTZ,PTZ,PTZ,PTZ,PTZ,PTZ
TEMP,0.882212,0.4946942,0.6082101,5.3807284,0.76637838,4.0750503,0.91549537,0.9584693,0.912735,0.28824947,0.7818754,3.687428
TEMP,0.8365418,0.4637474,0.7251261,5.0765824,0.67564398,3.6058193,0.87948127,0.8898373,0.9942811,0.27784279,1.0111423,4.177928
TEMP,0.7113348,0.4331728,0.6158805,6.45763,0.74610098,3.2312446,0.82802887,0.8322331,1.0095427,0.33465232,1.0549507,4.027322
TEMP,0.6001895,0.4772997,0.6494135,8.193054,0.79323698,2.9887556,0.72268037,0.854554,0.9990204,0.37109792,1.0426515,3.878544
TEMP,0.4842274,0.4326882,0.6828325,8.645064,0.76148828,2.6019326,0.61403317,0.7652142,0.9713219,0.39006012,1.0287368,3.880892
TEMP,0.4042582,0.356336,0.6956439,8.161246,0.84495118,1.9512436,0.56586517,0.6155323,0.8145183,0.35806882,1.0805838,4.117919
TEMP,0.3686237,0.3713994,0.9237429,7.151271,0.89092258,1.6258428,0.6761219,0.6003813,0.7307906,0.37680302,1.2295998,3.933677
TEMP,0.3417933,0.4020213,1.0850909,7.34428,0.86791988,1.3515338,0.6765451,0.5810973,0.6801169,0.42088732,1.2044116,3.986
TEMP,0.2960286,0.3951933,1.1002345,7.541898,0.8817408,1.1546171,0.6596869,0.6891308,0.5700973,0.51517042,1.2786369,3.853009
TEMP,0.2587002,0.3745626,1.2047215,7.643807,0.9023812,0.8438107,0.6325998,0.6842829,0.5125435,0.54549992,1.3393749,3.6254
TEMP,0.4189102,0.3617556,0.9918827,7.021416,0.9615322,0.8284395,0.5471479,0.6507303,0.5294953,0.52000962,1.1658498,3.335408
TEMP,0.4620666,0.3509551,0.85500891,6.5528642,0.94855362,0.5774175,0.5424837,0.7103233,0.4291443,0.6556384,1.0538638,2.8611916
TEMP,0.5249032,0.4042551,0.79633741,5.3050262,1.06449462,0.6254972,0.5358784,0.7489477,0.4245956,0.6326825,1.1331804,2.6349406
TEMP,0.5004798,0.3938866,0.77642411,3.4566285,1.10410762,0.4584698,0.5190142,0.833363,0.4208824,0.6086763,1.2399595,2.5994276
TEMP,0.5168592,0.403988,0.74904921,2.5567462,1.08960412,0.3614951,0.5267937,0.8702888,0.34537969,0.612286,1.3264874,2.4966024
TEMP,0.5168592,0.4536094,0.71369921,2.6419012,1.04191642,0.5459361,0.4499883,0.8214283,1.56447629,0.6382083,1.2567874,2.1384163
TEMP,0.5048132,0.395634,0.56194891,3.0894042,1.12002742,0.6232208,0.3748402,0.8187149,2.68163899,0.6240271,1.1075784,1.996554
TEMP,0.4963456,0.4668901,0.47970331,3.0903252,1.20240452,0.6717616,0.4550966,0.8214709,6.68771169,0.5939223,1.2239879,1.6777031
TEMP,0.6660489,0.459017,0.48560841,3.5061472,1.23643932,0.7283336,0.5057993,0.7809199,12.95772029,0.5241267,1.3209089,1.3583542
TEMP,0.9641949,0.5392734,0.45045821,3.5111712,1.33515092,0.6884533,0.5492301,0.8298802,18.06629709,0.4959722,1.3092753,1.2109673
TEMP,1.6733279,0.6008233,0.45268061,3.6708082,1.30703292,0.7572484,1.04168,0.8017993,23.35712389,0.4710596,1.2563924,0.8926243
TEMP,2.3834275,0.6162667,0.5624724,3.939863,1.3972506,0.6880575,1.3915932,0.7392583,28.02732389,0.3568637,1.1485063,0.9316818
TEMP,2.9871039,0.5576422,0.6896215,4.202162,1.2901276,0.6819455,1.9908229,0.7107281,32.22324259,0.3397261,1.0798264,0.7699739
TEMP,3.8223116,0.5236406,0.7403527,4.8280447,1.1000177,0.7537605,2.7261306,0.6417894,36.60813579,0.3397738,0.9495207,0.530016
TEMP,4.4027833,0.5480262,0.750873,4.91219,1.1932861,1.0314822,4.2352453,0.6807533,40.66369,0.3969046,0.8005957,0.5924692
TEMP,4.9313653,0.5343796,0.835064,5.32684,1.2282948,1.0416612,5.7445227,0.8019697,43.71122,0.4826763,0.717422,0.7240693
TEMP,5.0142404,0.5288958,0.7958654,5.261267,1.0816587,1.01941,6.6534118,1.0205133,45.90741,0.5659346,0.6399351,0.7424299
TEMP,5.0663321,0.4270178,0.7474788,5.040994,1.0980594,1.0418115,7.2721038,0.9367122,45.51465,0.5523709,0.6092211,0.6791738
TEMP,4.9376826,0.4639337,0.7757064,4.467651,1.2170967,0.9820952,7.415458,0.9912252,41.5159,0.5665032,0.4109723,0.6766266
TEMP,4.8280056,0.4192239,0.7063696,4.31151,1.0983971,1.1218719,7.659823,1.0195845,37.72685,0.546491,0.5662019,0.6727189
TEMP,4.0159325,0.3882852,0.7015873,4.422831,1.1002651,1.08053,7.476624,1.1674826,34.81297,0.52404205,0.7463069,0.7554685
TEMP,3.4357165,0.3844982,0.7320153,4.244782,1.1606684,1.0492069,7.603683,1.1615545,32.5019,0.55340085,0.826955,0.7148928
TEMP,2.9541705,0.393424,0.6351268,4.123438,1.1575644,1.1823939,7.210208,1.2143302,31.05116,0.58133705,1.1053159,0.7582823
TEMP,2.3064055,0.4674089,0.54451911,3.4978639,1.2563183,1.7187483,6.56375,1.2776359,28.2542,0.58919915,1.2200226,0.7931948
TEMP,1.8612475,0.488398,0.54080721,3.4712989,1.1858136,2.0230893,5.492798,1.2734857,26.15432,0.52694865,1.2598271,0.6707867
TEMP,1.5108645,0.4565193,0.55122521,3.5277759,1.2251606,2.7865883,4.131486,1.2140869,22.9574,0.51511375,1.2990561,0.6544727
TEMP,1.6168065,0.4784165,0.56427431,3.3851569,1.2149371,3.2442516,3.324619,1.0294433,20.534313,0.45511575,1.385187,0.7412494
TEMP,1.5968049,0.5236637,0.54649481,3.8806619,1.2263101,3.8615563,2.90618,1.0450728,17.339933,0.43630351,1.368454,0.8916394
TEMP,1.7085734,0.5363842,0.50827451,4.7853599,1.0856223,4.5662463,3.002757,1.0300758,15.639918,0.41283221,1.4394198,0.9046615
TEMP,1.6025234,0.5272092,0.55236561,6.6406089,1.0726771,4.7139653,2.917934,0.9907299,14.827075,0.41034621,1.2510692,0.9210122
TEMP,1.7315665,0.514588,0.55639271,7.4265629,0.9562131,4.983309,2.743519,0.8666521,13.044407,0.44562236,1.2189612,0.9436456
TEMP,1.8509375,0.5037401,0.43246481,9.0091139,0.8155178,5.0687102,2.623643,0.9065195,11.336383,0.41389106,1.3041252,1.0217053
TEMP,2.2665085,0.5096981,0.41366341,10.4250169,0.7248733,4.9041734,2.547663,0.9900033,9.183416,0.40247326,1.2221912,1.2626917
TEMP,3.0604775,0.5313576,0.4057668,11.565196,0.631405,4.3614007,2.64368,0.9911283,8.36581,0.42420506,1.1203269,1.6068441
TEMP,3.2981705,1.0845368,0.3747715,12.968087,0.6170225,3.7889462,3.364212,1.0528706,7.46488,0.41776766,1.1287609,2.1851952
TEMP,3.3906035,2.1090709,0.3111287,13.492946,0.5397855,2.9086346,4.147786,1.0519864,7.233069,0.41926756,1.9246746,2.6863592
TEMP,3.2307228,5.186452,0.3423201,13.934003,0.7640691,2.5225596,4.990704,1.129651,6.820614,0.43184486,7.1554786,3.2571412
TEMP,3.4095543,9.8887048,0.4337818,13.743585,0.8140641,1.8343126,5.378871,1.0943317,6.861198,0.4563767,7.0546756,3.6987252
TEMP,3.3471563,14.2400596,0.4955792,13.486416,0.8700181,1.1835639,5.854861,0.9810222,6.447796,0.4423877,6.9537836,4.3395832
TEMP,3.3493653,18.656908,0.5013922,12.095321,0.914605,1.0345669,5.932653,1.0433801,6.268966,0.4639466,8.4264002,4.8859551
TEMP,3.2607093,22.1549359,0.4716808,11.543306,0.9075301,0.7351598,6.855737,1.2130739,5.975934,0.4488576,13.0397132,5.3923151
TEMP,3.0685903,23.9938338,0.4706038,10.441474,0.9728852,0.6497586,9.018244,1.2053746,5.671501,0.4433627,17.1344442,5.941228
TEMP,2.6432743,25.797297,0.4499813,9.436131,0.9401967,0.7009794,12.02803,1.0503208,5.39522,0.4421059,20.9849222,5.921967
TEMP,1.8989843,26.991797,0.4720838,9.066351,1.037454,0.658529,15.169578,0.9179935,4.959774,0.4376686,23.9340405,6.085151
TEMP,1.5403908,27.330212,0.5030319,8.131908,1.2168962,0.7786085,17.344698,0.8208871,4.280938,0.4960215,26.665072,6.038847
TEMP,1.3293403,28.027592,0.5000942,7.641161,1.2328861,0.8184331,19.422686,0.8205524,3.801601,0.3946625,29.12547,6.074226
TEMP,1.375313,27.575802,0.4663819,8.142918,1.0638192,0.6859725,21.464176,0.7536763,3.575007,0.3513034,26.66648,5.791738
TEMP,1.2193039,25.964982,0.4228537,8.524106,1.0906612,0.7251349,23.644087,0.7683001,3.354769,0.3212853,29.32071,5.804994
TEMP,1.1439492,23.636362,0.3457453,8.674663,1.0223818,0.6747875,25.135719,0.8247926,3.395921,0.3576216,32.57322,5.379016
TEMP,1.0911879,22.146302,0.324059,9.236208,0.9471322,0.5646641,26.31713,0.7689482,3.212342,0.3248776,33.64603,5.248096
TEMP,1.2496759,19.729402,0.3427743,8.989234,1.0669811,0.6446729,26.4235,0.6314931,3.124428,0.2994537,31.94222,5.391018
TEMP,1.6799129,18.982502,0.4235122,8.951567,1.0263237,0.7484529,25.48165,0.6033598,3.320461,0.2956698,29.92392,5.239586
TEMP,2.0780229,19.091862,0.5049372,8.605281,1.0365325,0.6619876,22.982386,0.6129558,3.188798,0.35855,27.0894,5.591008
TEMP,2.5445989,19.994402,0.5108858,8.064399,1.0564185,0.6372835,19.96435,0.6151975,3.110996,0.3276394,25.97042,5.401637
TEMP,3.0704144,23.4333,0.5551732,8.490732,0.9235023,0.5020873,16.962631,0.6674886,2.864731,0.2542979,25.10915,5.449279
TEMP,3.8547359,23.4487,0.5573934,8.633966,0.8465939,0.3995267,14.104892,0.7072923,2.5468741,0.2870872,22.98624,4.8355203
TEMP,4.8239979,22.2411,0.5421653,7.680267,0.8459469,0.3844553,11.1599557,0.8404894,2.5248171,0.266173,20.958248,4.5689313
TEMP,5.641507,20.049221,0.5077852,6.680321,0.70154,0.4706509,8.4491307,0.8661615,2.3806721,0.292266,20.191228,3.979932
TEMP,6.4530247,19.739701,0.5096466,5.894473,0.8072182,0.56496,6.237623,0.8856545,2.1905133,0.2533972,18.872508,3.782741
TEMP,7.166146,17.36719,0.5045335,4.786601,0.9469267,0.6014215,5.011585,0.8550945,2.2352683,0.3236433,17.336128,3.3998628
TEMP,7.664362,16.499628,0.4784051,4.2616313,0.8444044,0.6042988,3.8360652,0.8093114,2.2391013,0.4955113,14.917219,2.7331126
TEMP,7.282452,15.578115,0.4164512,3.6847316,0.8274506,0.5896422,2.3548122,0.9412937,1.8640263,0.5694377,13.245982,2.2758326
TEMP,6.7483484,14.36884,0.4006874,3.4588446,0.8435218,0.6129962,1.6900594,1.0956565,1.7842593,0.5218153,12.440678,1.6318478
TEMP,6.0541126,13.6463,0.3726363,3.3215536,0.7653491,0.6560068,1.4436091,1.0683011,2.0272783,0.5647367,10.835363,1.2538124
TEMP,5.4784208,9.803245,0.4155208,2.4739986,0.7398756,0.6990174,1.2319641,0.9973775,2.5185293,0.54348251,9.239112,0.6683703
TEMP,4.7422698,9.529485,0.44555,2.2168926,0.8085463,0.7133377,1.1740571,0.9371792,2.9213992,0.51745652,8.266274,0.6517963
TEMP,3.6974895,8.424816,0.4556089,2.2564946,0.78697,0.7443371,1.150852,0.8332622,3.0761032,0.55568412,7.635067,0.5160677
TEMP,2.883206,8.053878,0.4716283,2.7626566,0.8755489,0.6410928,1.0550442,0.9353392,3.2484992,0.57499382,6.316361,0.5633307
TEMP,2.0906486,6.869793,0.4692911,3.3498956,0.9235459,0.5723796,1.2008559,0.9241692,3.603871,0.64041172,4.897877,0.4996368
TEMP,1.5074766,6.582913,0.4722606,4.3664276,0.9354629,0.4897725,1.0737799,1.1414436,3.909496,0.55353992,4.100178,0.60541
TEMP,0.9223386,6.925052,0.5361745,5.3362663,1.1445602,0.4230269,1.3591787,1.1918029,4.259811,0.39399642,4.256459,0.9084662
