Unnamed: 0,WT,WT,WT,WT,WT,WT,WT,WT,WT,WT,WT,WT
63,3.09484219,6.60525763,8.05201299,2.96741713,5.54325063,7.72662763,14.5947621,3.55064532,6.00528799,3.68402285,1.9452734,2.94170779
64,3.14149419,6.61562853,8.06854889,3.02838943,5.546414,7.74769233,14.7763431,3.58743202,6.10228999,3.80216385,1.956136,3.01604039
65,3.17151959,6.86390453,8.11219119,3.04546083,5.6157066,7.80992123,15.0320701,3.63679772,6.21150299,3.84380725,1.9689828,3.07899429
66,3.19671919,7.25857253,8.18677259,3.07567553,5.6899378,7.85046963,15.7223621,3.67426792,6.24140829,3.89658115,1.9887408,3.20130629
67,3.25870039,7.56598553,8.27368969,3.15278883,5.7827059,7.87781293,15.8083219,3.74468872,6.28323459,4.01657015,2.039186,3.36992529
68,3.28774779,7.66898553,8.32042509,3.23319893,5.8471678,7.89626293,15.9151559,3.78116312,6.34296519,4.11361335,2.1189089,3.46764869
69,3.31364129,7.67092803,8.33472639,3.26578563,5.9071644,7.93694423,15.9613493,3.91600612,6.35316719,4.12946085,2.2236349,3.56194239
70,3.37136979,7.69286113,8.34764519,3.27851243,6.0256414,8.02681903,16.0487402,4.02813512,6.42193219,4.21596995,2.2427866,3.59403829
71,3.40052139,7.78420313,8.47610819,3.31818163,6.1046833,8.19532203,16.4366502,4.27837312,6.48464769,4.30617785,2.3049639,3.61749849
72,3.44266459,7.7863422,8.62772719,3.33568103,6.1283096,8.40106303,16.8036692,4.43398112,6.50301719,4.32983475,2.390616,3.65505429
73,3.45273249,7.7991771,8.66112149,3.36314193,6.2313946,8.52657403,17.0362202,4.52867422,6.53429789,4.34985595,2.4081147,3.67206899
74,3.47992819,7.8734076,8.72229539,3.42605513,6.4713236,8.61536503,17.1174703,4.66889822,6.58375949,4.37003305,2.4252495,3.68645639
75,3.57276399,7.9373711,8.75659959,3.50545973,6.9363606,8.70191703,17.4771363,4.70383402,6.62371699,4.39022305,2.4641969,3.74164489
76,3.69358899,7.981208,8.88149659,3.51303289,7.1839036,8.84104003,17.7668213,4.81922702,6.67582579,4.41234185,2.5038829,3.84171989
77,3.79891399,8.0396982,8.95322899,3.56036969,7.245601,8.90395153,18.7151213,4.99103302,6.70575859,4.45386065,2.5938682,3.86125699
78,3.87837179,8.0983217,8.96837549,3.59433879,7.25027615,8.97480783,18.8425503,5.04066872,6.73964969,4.52342935,2.6741221,3.88206759
79,3.95338939,8.2261907,9.01019879,3.63257439,7.26917345,9.03641543,18.9598533,5.11734202,6.83031629,4.64352835,2.6908879,3.91090269
80,3.97845419,8.23597462,9.02204729,3.70149569,7.27990805,9.11751633,19.0276045,5.24341502,6.95372729,4.79453435,2.7075018,3.95968579
81,4.02364969,8.35625762,9.05266629,3.71163199,7.29665845,9.25300033,19.084655,5.27637232,6.99978589,4.7996342,2.7282395,4.04450369
82,4.06385909,8.46864162,9.08530019,3.74633739,7.33535195,9.31022903,19.394655,5.37596712,7.09810929,4.80488546,2.7706542,4.11309029
83,4.14713859,8.55498222,9.15221749,3.78764029,7.35555225,9.33823613,19.509684,5.45548272,7.11034899,4.80918826,2.7807119,4.16324399
84,4.24817059,8.60870572,9.17412469,3.81679919,7.37479545,9.34275102,20.021117,5.46852142,7.17141489,4.87126846,2.7960182,4.18120959
85,4.27127459,8.79421972,9.21464699,3.817707121,7.44295685,9.38025602,20.480689,5.63670042,7.20455529,4.93269786,2.8324518,4.19931629
86,4.27811006,9.29119672,9.25869759,3.836197121,7.46844915,9.44067552,20.690621,5.82159142,7.27354749,4.95569186,2.8746301,4.20475127
87,4.30398616,9.54695172,9.36504759,3.842776671,7.52172115,9.47504812,21.005149,5.84406712,7.31344099,5.02945166,2.9168084,4.21625517
88,4.36119246,9.66524872,9.43947069,3.979322671,7.59799845,9.49368062,21.0193138,6.05047812,7.32790349,5.17076566,2.9319579,4.23784357
89,4.43456956,9.70842762,9.60366169,4.074804971,7.61099355,9.51356542,21.3055488,6.05047812,7.47053749,5.24434986,2.9442031,4.24061074
90,4.55653056,9.71974572,9.76449069,4.086179271,7.70146675,9.53509322,21.3704203,6.17881112,7.47816074,5.30532496,2.9564483,4.25147214
91,4.70541256,9.78160992,9.86941669,4.141551571,7.89682975,9.66310022,21.3875647,6.18734076,7.50589684,5.36816216,2.9827275,4.33888284
92,4.86019456,9.79391992,9.98243369,4.155903271,8.12205875,9.73714122,21.6311337,6.23093986,7.55689924,5.38266856,3.0065789,4.48790684
93,4.99771456,9.81640652,10.03325889,4.200183971,9.07911275,9.77892782,21.9170567,6.32233586,7.62828504,5.42113546,3.0293032,4.54153024
94,5.06721396,9.84541692,10.08754379,4.227010471,9.57810475,9.80633362,22.2893097,6.39775546,7.66094464,5.54836146,3.0679271,4.56410774
95,5.12547966,9.85309796,10.13559499,4.240063671,9.80428175,9.86468762,22.6150757,6.42020476,7.68941354,5.64911046,3.0786394,4.66799274
96,5.13578086,9.91619176,10.20272879,4.255130771,9.96521975,9.90622002,22.7776037,6.47682456,7.71838544,5.69509116,3.110682,4.68240264
97,5.17021556,9.93130266,10.61544179,4.297955971,10.14804275,10.36328102,22.7996838,6.54792076,7.73504294,5.72131956,3.1356191,4.75061544
98,5.24517476,9.95896986,11.02979079,4.301029981,10.19695915,10.65782902,23.0445188,6.63404856,7.76804444,5.76139186,3.1795932,4.79334684
99,5.38057276,9.96667079,11.08848119,4.353265481,10.26317235,10.82996102,23.0989665,6.79480256,7.80868154,5.85873866,3.1962007,4.79684141
100,5.44789046,9.99652809,11.13097549,4.359792221,10.34717295,10.85429232,23.3118005,6.91593856,7.84975954,6.00353566,3.2469189,4.81690161
101,5.50372146,10.01636689,11.23001109,4.486219221,10.35787205,10.86104643,23.5816635,7.01738056,7.85786722,6.04819996,3.2819278,4.93467961
102,5.53354826,10.02850049,11.38047009,4.528462021,10.39992915,10.95633613,24.0423705,7.02956416,7.87632142,6.18751296,3.3035079,4.97376191
103,5.56734306,10.11408669,11.38781531,4.532279411,10.42420325,11.04639763,24.3413945,7.05671046,7.91294862,6.33213896,3.30640475,5.03564911
104,5.65114606,10.14734469,11.43186071,4.541372561,10.47717585,11.07514853,24.8804035,7.05671046,7.95801282,6.41653046,3.31849315,5.06585811
105,5.65258644,10.17920219,11.75884171,4.550437761,10.57426445,11.11275983,25.2537175,7.06798536,8.07743982,6.50891816,3.33528675,5.08435731
106,5.69547074,10.20307679,12.06107471,4.584305361,10.60267415,11.11731691,25.3577685,7.25824436,8.21471482,6.54620646,3.35185995,5.16467281
107,5.75255894,10.25026659,12.12752651,4.605662661,10.63650675,11.13650021,25.7847925,7.40145536,8.24175752,6.58301666,3.38007795,5.21302111
108,5.76923484,10.31395649,12.28786851,4.617186861,10.67121895,11.17306311,25.8762993,7.41679706,8.26060962,6.66313326,3.39147045,5.26909571
109,5.78630804,10.33072449,12.32192801,4.694521561,10.72271145,11.17638118,25.9586421,7.45517606,8.27486392,6.71829706,3.41019185,5.29454181
110,5.81763894,10.37596879,12.35530721,4.733492661,10.72627697,11.20080478,26.0858641,7.50881536,8.30976902,6.72980656,3.44148275,5.34972061
111,5.91912294,10.74460279,12.73021621,4.743889061,10.7338412,11.25034968,26.4050591,7.54553216,8.50874302,6.78031436,3.45254785,5.35776638
112,5.98868994,11.13210379,12.74385361,4.754446261,10.8433942,11.29900178,26.40804325,7.59566016,8.84320102,6.89968736,3.4589719,5.38723208
113,6.04646774,11.16415809,12.99881661,4.815602861,11.3907992,11.34154238,26.48767345,7.64578816,8.91313272,6.97720636,3.4701131,5.50688508
114,6.09093944,11.23469729,13.06941691,4.859184661,12.0759212,11.35814498,26.58601975,7.66693676,8.98774912,7.05854776,3.4925655,5.55938688
115,6.12982144,11.30310889,13.25889491,4.861285961,12.5210182,11.40468728,26.70613875,7.75808636,9.00737972,7.09431086,3.529349,5.68370288
116,6.17476594,11.32611929,13.36544391,4.885179661,12.6658352,11.40831825,26.87197475,7.77825836,9.02770492,7.20061086,3.5751609,5.69051042
117,6.23064724,11.39477859,13.37509687,4.898956961,12.7639015,11.43727155,27.46360275,7.78871476,9.07677952,7.21550506,3.58197646,5.69529968
118,6.30033404,11.40986019,13.41663577,4.905537131,12.8477834,11.58533555,27.49041125,7.85291066,9.10121442,7.22368672,3.61730616,5.71199438
119,6.31655074,11.42122549,13.49136867,4.916762231,12.929299,11.80637355,27.61761125,7.86277707,9.15576342,7.36305172,3.63347776,5.74170338
120,6.36334524,11.43809539,13.50330637,4.935404731,13.0232439,11.95363555,28.10950325,7.91399267,9.17552902,7.42425312,3.69995686,5.77446738
121,6.36923409,11.4475688,13.53836067,4.944137971,13.03677,12.32912355,28.30944025,7.93580427,9.23518832,7.48030612,3.75270896,5.79906238
122,6.42512399,11.5539388,13.77009467,4.972624771,13.0651797,12.43091255,28.78917325,8.01519487,9.32005472,7.50470072,3.76836496,5.82984378
123,6.44711579,11.6151317,13.78990137,5.009989971,13.0968906,12.47568775,28.91941225,8.01519487,9.35115592,7.60907972,3.80844776,5.84975388
124,6.47909149,11.6636852,13.94990437,5.071771471,13.1726283,12.58857875,29.55357625,8.07005317,9.35341156,7.63130792,3.85318616,5.88580118
125,6.58702649,11.7327918,14.04204297,5.108831471,13.1913002,12.59678719,29.94019325,8.08990937,9.35581219,7.76339092,3.89901566,5.98745118
126,6.66385349,11.73857303,14.27270497,5.189476971,13.2033642,12.60196605,30.01326315,8.18914267,9.42675839,7.80333662,3.91181656,6.00658088
127,6.66693111,11.78635663,14.52704897,5.266242571,13.22636,12.61244855,30.27495615,8.23831897,9.50927919,7.81616532,3.91914166,6.01869068
128,6.67747401,12.73721263,14.54973087,5.297757771,13.2629041,12.61666773,30.30142765,8.32295727,9.517041,7.85912932,3.92579955,6.10013248
129,6.70264161,12.85042063,14.66120787,5.303384381,13.304401,12.62555983,30.94985065,8.34570697,9.5421105,7.89606952,3.93262202,6.26976248
130,6.72692911,13.77258763,14.79301587,5.352578681,13.4011175,12.65926043,31.34504265,8.37114327,9.6794715,7.91587692,3.97659102,6.39690548
131,6.74937731,14.29669463,14.92456987,5.419237281,13.4928147,12.70307093,31.55477265,8.41085047,9.7497034,7.93911192,3.99774992,6.50686148
132,6.78376161,14.37868003,14.97818197,5.473499081,13.5943907,12.87367693,32.14556865,8.41824868,9.750182571,7.94526486,4.00893532,6.55099658
133,6.87290911,14.61335003,15.08225397,5.506778681,13.8615337,13.06968693,32.38761665,8.43381848,9.792551271,7.95569646,4.05204032,6.59825578
134,6.91060501,14.68345183,15.37004697,5.555785081,14.2496667,13.12349163,32.54581665,8.44938828,9.799528061,7.99143586,4.10682742,6.73032978
135,7.00630911,14.81275583,15.63215297,5.647414481,14.3212625,13.13553773,32.57891855,8.47831998,9.875832161,8.08744036,4.12585352,6.74166288
136,7.04380951,14.83036333,15.64368677,5.709172181,14.3822352,13.15055753,32.98989355,8.57414688,9.890010361,8.18543106,4.16135002,6.82493928
137,7.09326281,14.94458533,15.72683477,5.713417921,14.4203299,13.17981693,33.55678755,8.64115648,9.953779061,8.29052206,4.17767372,6.95052828
138,7.15115141,15.01955223,15.74299427,5.719914301,14.454616,13.24201743,33.93074255,8.68175748,9.966340661,8.36109546,4.19399742,7.01407928
139,7.20697441,15.06363763,15.75160679,5.736792201,14.5191382,13.56962343,34.00627165,8.76601358,9.987583061,8.41146996,4.21034482,7.02033742
140,7.25668141,15.15530823,15.83177329,5.811152801,14.6013389,13.85108543,34.42516165,8.81688388,10.082396561,8.44508996,4.21891441,7.18365142
141,7.27593361,15.24348813,15.90175849,5.867929701,14.7161579,14.26861943,34.65823565,8.86736798,10.123010561,8.49637096,4.25808021,7.28210422
142,7.39360361,15.32987053,15.9100161,5.881644601,14.752945,14.63638843,35.08830665,8.89647478,10.145176361,8.52855196,4.27468771,7.32203882
143,7.46789941,15.38150133,15.9564756,5.907585601,14.8074013,14.76730143,35.48947365,8.89647478,10.234178261,8.56863256,4.28983721,7.32762595
144,7.49293401,15.40957033,15.9892977,5.932043701,14.8637436,14.92171643,35.50712135,8.98111308,10.285324661,8.57990996,4.32846111,7.38850495
145,7.53615191,15.42330833,16.1030577,5.932543437,14.9272714,14.96550923,35.52476905,9.15529708,10.301723161,8.58877103,4.33794566,7.44294795
146,7.54776101,15.47672223,16.2093427,5.98580963700001,15.0062973,14.97146588,35.61204055,9.33129308,10.321715861,8.69333003,4.37969246,7.48843675
147,7.64360281,15.67738423,16.247842,5.99394505700001,15.094688,15.04564768,35.99613355,9.37068188,10.351600461,8.71752183,4.41464736,7.52311935
148,7.70368891,16.52341823,16.360044,6.07475665700001,15.1186069,15.09680328,36.23469455,9.45680968,10.366475161,8.73535213,4.45324156,7.58650915
149,7.72831491,16.86020023,16.4436538,6.08859725700001,15.1290983,15.14026098,36.48161955,9.47694628,10.435764361,8.86155413,4.48233876,7.68920315
150,7.77912051,16.90029173,16.6189858,6.124686257,15.1525013,15.20917178,36.61090255,9.56394598,10.492167261,8.89433143,4.52945136,7.73153415
151,7.80716691,17.20824173,16.6398638,6.20980795700001,15.1849727,15.26372958,36.69118675,9.61704078,10.528824361,9.02463243,4.54456166,7.78441275
152,7.82520501,17.28367563,16.7227054,6.25209475700001,15.2417175,15.27712548,37.07070375,9.66376028,10.604133061,9.06734903,4.55964006,7.79463985
153,7.93170901,17.32221713,16.7894868,6.29666115700001,15.2584219,15.34598938,37.23759275,9.70242468,10.620916261,9.07461279,4.60168496,7.85692225
154,8.02954591,17.33830093,16.8179424,6.39256015700001,15.2746205,15.35088375,37.61771675,9.71504178,10.778750261,9.0781634,4.65120206,7.91809115
155,8.13732691,17.47180593,16.82263447,6.46326505700001,15.28138009,15.36203715,37.63483265,9.74212608,10.838385661,9.1530638,4.67370676,7.93777575
156,8.15929871,17.51873113,16.87753577,6.52651545700001,15.33352169,15.36909203,38.35227565,9.77999488,10.879667061,9.1951953,4.69208186,7.96939955
157,8.19139281,17.52508849,16.94093307,6.53106870700001,15.40944249,15.40322283,38.58636465,9.84656598,10.892451361,9.3911153,4.70095863,7.97403656
158,8.41604381,17.62920149,16.97020787,6.55213110700001,15.44353809,15.42448333,39.08480565,9.90130098,11.122427361,9.4320161,4.72408323,7.98886936
159,8.50499661,17.68271759,16.98545077,6.63289270700001,15.47142849,15.46563153,39.23508365,9.97247928,11.412529361,9.4949189,4.73356977,8.00090636
160,8.60771961,17.74937109,17.01373647,6.68487270700001,15.50586699,15.51793973,39.50414665,10.07320028,11.509537461,9.6164129,4.76473737,8.05288356
161,8.64236601,17.82618909,17.04024217,6.80006770700001,15.52453609,15.54717253,39.51976245,10.25688028,11.610133461,9.632066,4.79005427,8.11443706
162,8.65909011,17.84509399,17.07458667,6.84658250700001,15.57191629,15.59568913,39.74977945,10.41463728,11.758234461,9.7025741,4.81989277,8.27897306
163,8.69931881,17.99836499,17.12899887,6.86298940700001,15.58575929,15.64104493,39.84901775,10.47733328,11.900407461,9.7550647,4.85485997,8.46077106
164,8.72488471,18.22512399,17.17899057,6.919395607,15.59450007,15.64369153,40.10690775,10.56025498,11.931579361,9.76216458,4.86912967,8.54444526
165,8.78638061,18.23924679,17.20138217,6.973461707,15.60874467,15.66794203,40.25892775,10.57796588,12.020573661,9.78831888,4.89868977,8.56997206
166,8.79797381,18.26701699,17.22184847,7.040196407,15.62713687,15.70470523,40.36437575,10.66282768,12.060139861,9.80320928,4.91616647,8.63657546
167,8.84076021,18.27742049,17.28736767,7.046557287,15.63471011,15.79548453,40.40330025,10.69546688,12.131313561,9.83970788,4.92322832,8.67757006
168,8.96420921,18.33289239,17.31226357,7.080148687,15.69396051,15.91569553,40.49267595,10.75816258,12.143170661,9.85782988,4.93400382,8.79798506
169,9.09277321,18.46279239,17.32139102,7.151368687,15.94330751,16.04829953,40.82836595,10.80686558,12.277214661,9.86843658,5.00125362,8.89144986
170,9.11647111,18.71706139,17.36002942,7.178079587,16.47175851,16.37009753,41.28551895,10.85979918,12.476328661,9.90183338,5.03032982,9.01724186
171,9.16919531,19.17826239,17.38696972,7.192799387,17.02174251,16.44144053,41.77417195,10.97369018,12.492392661,9.94942478,5.07241512,9.11919086
172,9.18123851,19.46233339,17.40089842,7.207954487,17.36902351,16.50945623,41.77417195,11.20862918,12.513655861,10.01467328,5.17700912,9.14970556
173,9.30066451,19.60305139,17.42392232,7.218051087,17.49056451,16.56919973,42.24370495,11.24845408,12.578784161,10.10313798,5.20656242,9.22019316
174,9.36909961,19.61684949,17.45358952,7.236119587,17.54466251,16.62432223,42.26369795,11.29399888,12.678817161,10.12982328,5.21847232,9.27521406
175,9.40655351,19.80693549,17.47501582,7.283741587,17.60714771,16.79493323,42.56440095,11.29967525,12.781686161,10.13721473,5.32539732,9.34385726
176,9.41508223,19.93339449,17.53034692,7.395088587,17.64924301,16.81252543,43.12232295,11.43563225,12.879751261,10.22311503,5.41601512,9.51736126
177,9.48775383,19.96046079,17.55585952,7.413704487,17.75005601,16.85008423,43.82032895,11.46752865,13.029310261,10.31680303,5.43283902,9.62605626
178,9.58267043,20.08191379,17.65851452,7.472038087,17.75275912,16.87184463,44.25599095,11.68683165,13.185999261,10.39346403,5.44448622,9.70261626
179,9.68286143,20.31960779,17.77169752,7.479115627,17.90969712,16.90999623,44.43296795,11.69713865,13.219442361,10.47222963,5.49120972,9.74191516
180,9.71016073,20.44342279,17.79841682,7.480695457,17.95048702,16.95301433,44.72612795,11.76787815,13.246241261,10.48092947,5.51007642,9.75355986
181,9.73987723,20.46392769,17.84564142,7.504084857,17.98089212,17.11886633,44.79944915,11.95075515,13.350909261,10.53213727,5.53410782,9.80316396
182,9.86724023,20.47123157,17.90338652,7.517207757,17.98611387,17.15034373,45.14977315,12.12110115,13.380963761,10.54836657,5.57056132,9.84211776
183,9.91806153,20.49285147,17.93028692,7.523875697,17.99971207,17.18016803,46.07457815,12.12233591,13.561048761,10.56373637,5.58135992,9.85904836
184,10.03379653,20.50681797,17.99041512,7.539936097,18.05638127,17.18442481,46.34905815,12.19305701,13.708447761,10.62811747,5.62493982,9.93983526
185,10.04006595,20.56033357,18.02564522,7.550191197,18.10652027,17.19244739,46.60497615,12.30121001,13.722005261,10.64497737,5.67906142,9.94608476
186,10.07582325,20.64444247,18.06316692,7.67694819700001,18.12121097,17.21523789,46.76491915,12.38293351,13.739218361,10.75859637,5.70126082,9.95745896
187,10.10810785,20.73105607,18.09739982,7.79661719700001,18.15722787,17.26567509,47.29786215,12.44359631,13.821573061,10.86644937,5.70843603,9.98019816
188,10.15051055,20.82431167,18.14770692,7.80286714700001,18.18714487,17.28327429,47.46764115,12.55420831,13.916170761,10.89906137,5.71973083,10.04469676
