Unnamed: 0,WT,WT,WT,WT,WT,WT,WT,WT,WT,WT,WT,WT
181,39.3441871,10.3483472,11.46126192,5.2815,19.11328319,18.39577603,18.26396762,25.9643405,8.20856576,22.59952623,6.29438305,18.94584083
182,39.3441871,10.3483472,11.50626872,5.2815,19.14059519,18.63077903,18.34931082,26.1640375,8.22853236,22.63265313,6.33832395,19.05209983
183,39.3441871,10.3483472,11.63381272,5.2815,19.15280709,18.71145673,18.43149022,26.3511175,8.31517766,22.64031716,6.35452455,19.13423743
184,39.3441871,10.3483472,11.75111072,5.2815,19.18799829,18.80150473,18.46387592,26.6592445,8.35192126,22.66088906,6.35744836,19.23441243
185,39.3441871,10.3483472,11.81097862,5.2815,19.63616529,18.88321833,18.58347792,26.9837915,8.38573976,22.70945846,6.36979216,19.30316973
186,39.3441871,10.3483472,11.87577432,5.2815,20.15421629,18.99480733,18.68988092,27.0963275,8.40284946,22.72758116,6.37741217,19.37958433
187,39.3441871,10.3483472,11.93090472,5.2815,20.72575829,19.08396063,18.71946592,27.1601898,8.44111436,22.76797306,6.39310317,19.38560449
188,39.3441871,10.3483472,11.98938702,5.2815,21.51779329,19.16921903,18.82145992,27.3606608,8.46984196,22.81541206,6.41986787,19.39931889
189,39.3441871,10.3483472,12.02076062,5.2815,22.01096729,19.32289003,18.96476292,27.5299218,8.50531426,22.82837946,6.47466447,19.40717772
190,39.3441871,10.3483472,12.04284442,5.2815,22.54536329,19.34724933,19.11675992,27.6923948,8.59148176,22.87296916,6.57455687,19.44648112
