Unnamed: 0,PTZ,PTZ,PTZ,PTZ,PTZ,PTZ,PTZ,PTZ,PTZ,PTZ,PTZ,PTZ
65,28.8465446,11.576639375,4.11296553,9.9491735,8.24622838,1.56878697,1.67811729,12.30244335,4.17898198,13.29035539,6.01066388,15.44023408
66,28.9485106,11.819179375,4.16129123,9.9533567,8.25450148,1.62227087,1.69501029,12.74653035,4.18922538,13.47807439,6.05464188,15.44319174
67,29.0108435,11.894865875,4.22363553,9.97569239999999,8.26339502,1.66352707,1.70174361,12.98074935,4.19675456,13.59767339,6.11987378,15.53064924
68,29.0800793,12.112392875,4.27989553,9.98747099999999,8.29259532,1.74544637,1.7090268,13.29677435,4.20342503,13.62888539,6.12612414,15.90239524
69,29.2599623,12.319476875,4.33433973,10.0006019,8.29924466,1.78510867,1.71829889,13.39041435,4.20580153,13.71740579,6.15835004,16.46945824
70,29.5144863,12.459985875,4.37725813,10.00748477,8.31862976,1.78805066,1.73479029,13.41229275,4.2116528,13.74629019,6.20559744,16.93579124
71,29.6825873,12.594256875,4.40392613,10.01576506,8.38076866,1.84741416,1.77008119,13.46822065,4.2258448,13.75012707,6.25182894,17.36311324
72,29.8633903,12.799001875,4.42889133,10.05933496,8.41758976,1.88814716,1.78868619,13.51343695,4.2493581,13.76889307,6.25662809,17.73986024
73,29.888633,13.136339875,4.47311693,10.08213026,8.47625206,1.92890716,1.79366581,13.53364965,4.2676397,13.78919757,6.28771909,17.78621404
74,29.9647126,13.310101875,4.47726462,10.11620566,8.50825176,1.97837986,1.80967351,13.5368587,4.27643467,13.80998107,6.31881009,17.79438917
75,30.0009118,13.711224875,4.50867922,10.13368326,8.53800006,1.99100256,1.83892191,13.6264604,4.28631704,13.81711805,6.31881009,17.86541827
76,30.0423966,13.886190875,4.52038062,10.17848506,8.82181106,2.02065356,1.84716863,13.6573446,4.29974074,13.90289175,6.33005819,17.91199057
77,30.0629373,13.961574575,4.53739472,10.21013656,9.09810206,2.03204266,1.85782213,13.6822756,4.32480394,13.92719085,6.34344189,17.92252227
78,30.0941701,14.007209875,4.54963872,10.24568706,9.42560606,2.03472191,1.86420991,13.6822756,4.33204638,13.95773155,6.36570809,17.93657147
79,30.0941701,14.169703875,4.54963872,10.25930066,9.68322906,2.04988041,1.90651621,13.6822756,4.35885508,14.02999095,6.38042169,17.99016797
80,30.1051529,14.184885375,4.57409832,10.31557996,9.98364406,2.07220631,1.92620591,13.7090959,4.39636058,14.05189235,6.41133989,18.16152297
81,30.1339409,14.216858675,4.59199922,10.32861456,10.20092006,2.08629521,1.95321221,13.7961299,4.39636058,14.09036055,6.41133989,18.34430097
82,30.1932699,14.227272175,4.60092543,10.35589566,10.46666906,2.08629521,1.99837211,13.8177417,4.40864258,14.14944365,6.42656659,18.54159397
83,30.21762,14.260788675,4.62327353,10.38931026,10.67246706,2.10338621,2.00823245,13.82673809,4.44029668,14.16324935,6.43676029,18.74295897
84,30.2421533,14.275940375,4.63184364,10.39618932,10.83742706,2.11867961,2.02024145,13.83600935,4.63648368,14.19823415,6.46586009,18.81743257
85,30.2563041,14.316449775,4.64187134,10.42973972,10.96052906,2.13192271,2.02731455,13.87304185,4.93796668,14.21071815,6.47721869,18.83061217
86,30.3172485,14.320390425,4.64187134,10.45101352,10.97932526,2.15476601,2.06982355,13.90404225,5.18118768,14.22831635,6.50493349,18.89061007
87,30.3433744,14.366453725,4.64989181,10.47862592,11.03462446,2.16183359,2.09780645,13.95297685,5.34880968,14.25700405,6.51707299,18.94086217
88,30.3762411,14.417397925,4.64989181,10.48846753,11.04256505,2.18118949,2.10127166,13.99884085,5.55674468,14.29881095,6.52746839,18.96450287
89,30.3890794,14.421072285,4.66090711,10.50867933,11.07305905,2.20845779,2.15166676,14.02322005,5.77294068,14.35103075,6.54315869,19.00085107
90,30.39572189,14.479769385,4.69119951,10.54638223,11.12703165,2.22487589,2.20070376,14.05046435,5.82543828,14.44383455,6.55382559000001,19.03294407
91,30.43796939,14.540498885,4.72149191,10.55828253,11.18613275,2.24878819,2.21584496,14.08919655,5.84016898,14.49291025,6.58128549000001,19.05147657
92,30.56390539,14.608813385,4.73807131,10.57398843,11.19204576,2.27546799,2.27578836,14.12001395,5.85550178,14.52073735,6.58957178000001,19.05443691
93,30.56806802,14.627712785,4.73807131,10.59376393,11.21185726,2.28174962,2.35290356,14.12844654,5.85772994,14.54250705,6.61975458000001,19.06672241
94,30.58803382,14.650679385,4.75204901,10.6002799,11.23166876,2.31244332,2.3608901,14.16563244,5.8599581,14.59004985,6.63808718000001,19.08758941
95,30.59411952,14.658691205,4.76602671,10.620341,11.23166876,2.35460752,2.3731249,14.19263774,5.8815444,14.60422375,6.66188488000001,19.14476201
96,30.59881738,14.666808885,4.78526501,10.62556664,11.24018842,2.36774002,2.4249405,14.20721934,5.88852879,14.65534495,6.67661708000001,19.19834921
97,30.61623768,14.695891285,4.81846401,10.66581854,11.26225592,2.38087252,2.450982,14.24200154,5.90049609,14.67397725,6.72044888000001,19.2036471
98,30.63960238,14.785173585,4.82756179,10.70356074,11.29382102,2.39570222,2.4688049,14.24905115,5.91919489,14.69247865,6.76018768000001,19.2912344
99,30.64987958,14.831997285,4.83180604,10.73442874,11.30713082,2.40038446,2.4716112,14.27279915,5.92245483,14.71384105,6.77250388000001,19.3547513
100,30.66102488,14.889485485,4.83180604,10.74294241,11.31893272,2.41702906,2.512513,14.35000615,5.93822103,14.73508595,6.78590398000001,19.3687557
101,30.71773298,14.920439085,4.83605029,10.75123797,11.34626312,2.43894686,2.51798292,14.41622075,5.97141253,14.75187945,6.78932171000001,19.3933978
102,30.74617768,14.976975685,4.85036929,10.7608181,11.37359352,2.45359806,2.52055876,14.45044625,5.97819921,14.76856125,6.79665188000001,19.4019694
103,30.82740278,15.017368685,4.85545862,10.76865751,11.37359352,2.4615891,2.53114406,14.47216475,6.00573001,14.80143715,6.83746258000001,19.4465197
104,30.85307288,15.056776285,4.8615176,10.77834722,11.39021842,2.462311585,2.56853316,14.50540755,6.01591081,14.84466005,6.88772598000001,19.45229251
105,30.96117788,15.064134835,4.8795968,10.78572128,11.42052282,2.472011165,2.59240666,14.51769075,6.0225916,14.8509571,6.91858508000001,19.45229251
106,30.99292278,15.103795235,4.8918117,10.80852328,11.64108382,2.478967355,2.59240666,14.54136455,6.2467366,14.8641186,6.95444028000001,19.46332121
107,31.03998048,15.143455635,4.9134522,10.86791278,11.88320682,2.516182855,2.60918556,14.56346965,6.5109156,14.8935697,6.99189358000001,19.46332121
108,31.06604268,15.143455635,4.91893382,10.88774728,12.13296282,2.545627555,2.62600666,14.61238065,6.9430506,14.9230208,7.01895428000001,19.47299839
109,31.08919798,15.143455635,4.92786003,10.96591058,12.31915582,2.562752255,2.64906776,14.61238065,7.2470906,14.93282922,7.03960198000001,19.51162809
110,31.09720566,15.155298735,4.94012723,10.97619058,12.60715282,2.598632355,2.70407076,14.64304645,7.5396696,14.96750722,7.05584518000001,19.52246569
111,31.14419716,15.233566735,4.95346253,10.99900118,12.92076282,2.605345925,2.74407666,14.68357845,7.8285716,15.01629492,7.08488748000001,19.53513619
112,31.17151756,15.292944235,4.96734563,11.01741528,13.27724582,2.634714725,2.77128316,14.71108865,8.2103496,15.06592552,7.09454154000001,19.59555199
113,31.18424506,15.352321735,4.97284654,11.05112678,13.50483282,2.642561555,2.77645942,14.72127005,8.3917036,15.07216914,7.14538904000001,19.61568699
114,31.19910906,15.379260635,4.99389934,11.07676638,13.79340282,2.651715395,2.78644474,14.77385575,8.4851525,15.07510702,7.15857884000001,19.66983089
115,31.20577443,15.402169735,5.01495214,11.09001848,13.97340982,2.677575695,2.79893554,14.84067545,8.5816859,15.15792352,7.18726114000001,19.66983089
116,31.24156983,15.457478435,5.01657176,11.14679508,14.06118252,2.682254035,2.80570473,14.84656027,8.5920643,15.20689812,7.19801844000001,19.67645485
117,31.26770593,15.464836985,5.03044876,11.16473088,14.09323992,2.682793489,2.82565023,14.90448217,8.5920643,15.23943502,7.20353481000001,19.69015685
118,31.29075113,15.487217185,5.03651588,11.28810788,14.10719802,2.696040689,2.87961063,14.91120927,8.6037785,15.27110292,7.21232115000001,19.69271611
119,31.31040143,15.517711785,5.06956238,11.39141688,14.10719802,2.719980589,2.98936463,14.95023107,8.6365351,15.30029902,7.24125555000001,19.72135651
120,31.32698013,15.554732085,5.10736338,11.40938398,14.17266822,2.740461989,2.99132706,14.97493367,8.6711079,15.30901095,7.27522035000001,19.74020811
121,31.35004853,15.558284485,5.12365098,11.54258998,14.19921442,2.740461989,3.00289286,14.9791801,8.9194189,15.32346045,7.28632865000001,19.76791571
122,31.3530181,15.628143085,5.14860778,11.55491858,14.22155602,2.748177029,3.02055836,14.9912417,9.2072319,15.33439075,7.29344976000001,19.82490101
123,31.3770914,15.704035885,5.18053878,11.69544058,14.23008674,2.780437329,3.03720046,15.0106947,9.4470289,15.38550735,7.30719186000001,19.83741551
124,31.388485,15.742460285,5.20723098,11.70569288,14.23008674,2.802994429,3.07487536,15.01396517,9.7065599,15.44019385,7.33485386000001,19.85031801
125,31.4107597,15.750479135,5.23601318,11.71011495,14.23861746,2.833371929,3.08974186,15.04943527,9.8654639,15.44529212,7.35263596000001,19.87945641
126,31.41881723,15.814526135,5.24922568,11.72254235,14.26081186,2.861676029,3.15519676,15.09154087,9.89209,15.48394912,7.37041806000001,19.92711171
127,31.43146083,15.865261635,5.27137218,11.87013535,14.34273506,2.868854129,3.17063066,15.17073667,9.89502291,15.56732502,7.37870435000001,19.98321361
128,31.48565483,15.912247635,5.29024478,11.96727665,14.56137606,2.883101529,3.20852546,15.20878277,9.90105958,15.57412667,7.40732585000001,20.02055571
129,31.50754183,15.947841735,5.30286218,12.03603315,14.79879006,2.890109719,3.26763916,15.21676979,9.93117818,15.61790847,7.42494205000001,20.03540421
130,31.53760623,15.957796875,5.31365758,12.06644225,15.04501606,2.905778319,3.32175906,15.26114239,9.95588998,15.65251917,7.46325015000001,20.05382551
131,31.61423313,16.007562075,5.32424078,12.18307025,15.30111706,2.914331739,3.32663931,15.32355769,9.99369358,15.67320347,7.49760505000001,20.08986521
132,31.81609513,16.015203845,5.33011529,12.26288045,15.48009106,2.920613369,3.38888871,15.33157114,10.02155578,15.72908187,7.51841815000001,20.10163931
133,31.98707313,16.046837845,5.33634306,12.30253735,15.71191006,2.929405659,3.42923211,15.39853424,10.03792628,15.75313117,7.55394585000001,20.13378231
134,32.21149713,16.064412345,5.34800686,12.34564335,15.97255906,2.963722459,3.48239681,15.42828964,10.08822338,15.80155917,7.60139275000001,20.14842251
135,32.40021513,16.078266445,5.35560569,12.39340875,16.24796006,2.992920459,3.51410201,15.49724084,10.11171598,15.80751299,7.62952295000001,20.21553391
136,32.66483013,16.122083145,5.37748859,12.40768165,16.45632506,2.994468139,3.53608821,15.53075444,10.14179288,15.83557539,7.65534845000001,20.24304701
137,32.72236513,16.160737345,5.39114739,12.42887095,16.74835306,3.000908239,3.56535791,15.55714044,10.15299738,15.86842829,7.66745405000001,20.26575331
138,32.75056233,16.233520245,5.43503759,12.45182905,17.11096206,3.018899239,3.57812771,15.57132914,10.15603076,15.88207959,7.68150785000001,20.28221161
139,32.84962943,16.328255845,5.48747729,12.47345755,17.35515206,3.035335039,3.62016141,15.61168434,10.16653966,15.88890406,7.68150785000001,20.30598301
140,32.88781953,16.411572445,5.49077742,12.49532845,17.68124306,3.043075709,3.63341291,15.61168434,10.18254846,15.93839056,7.69126702000001,20.38254261
141,32.90052873,16.425075245,5.51143312,12.49532845,17.98624706,3.057044009,3.65199591,15.64818454,10.18712129,15.99734396,7.71794252,20.41138571
142,32.93788113,16.439674145,5.52635522,12.53234145,18.25980106,3.059288449,3.69658731,15.66481244,10.19897949,16.03657376,7.72613513,20.41888227
143,33.21169613,16.487084145,5.54633142,12.57810715,18.30815926,3.069393349,3.73610711,15.70968164,10.21456219,16.04475206,7.75201693,20.42433829
144,33.48329913,16.523186745,5.57792712,12.58985545,18.38136796,3.079200539,3.75400991,15.74824644,10.23733359,16.05678346,7.79546373,20.42889719
145,33.62625113,16.574479045,5.59155032,12.60408055,18.50824196,3.091344839,3.76644801,15.79504694,10.34739059,16.07677276,7.83606573,20.45286009
146,33.83280313,16.598215345,5.60071386,12.62983545,18.91985096,3.098271519,3.81579501,15.798441,10.55411659,16.10431036,7.85917313,20.47123359
147,34.00351613,16.674031345,5.61449586,12.66030625,19.16289196,3.107479379,3.86856041,15.8093002,10.80208959,16.18925766,7.87312683,20.48078271
148,34.21859913,16.781032345,5.62792246,12.69211445,19.45523296,3.113999619,3.89164241,15.8321782,11.13005659,16.36785566,7.88770603,20.48330111
149,34.36636813,16.830210945,5.63332495,12.73129075,19.81429596,3.129639319,3.91651671,15.8471991,11.47595559,16.48495666,7.89737003,20.51046161
150,34.45691013,16.842703945,5.63872744,12.78432035,20.12654196,3.149924919,3.91890072,15.86222,11.72374559,16.60097366,7.90503372,20.53878331
151,34.48343293,16.861674745,5.66884864,12.83734995,20.31281296,3.156989019,3.92784141,15.8709331,11.95097759,16.60511729,7.92835952,20.56653621
152,34.50059993,16.902417245,5.70597274,12.86748665,20.35427526,3.164584449,3.94227991,15.8982598,12.22253559,16.64334449,7.92835952,20.57364591
153,34.54065403,16.950122145,5.72996994,12.91403525,20.38667516,3.171171539,3.98265361,15.9183832,12.35427559,16.66744019,7.95044212,20.59625341
154,34.56600133,16.954052165,5.73435609,13.05445425,20.43287196,3.190678739,3.99774251,15.9379421,12.38699189,16.93098019,7.97252472,20.64902421
155,34.58457313,17.004827165,5.75808779,13.11636135,20.44425666,3.205796039,4.03391271,15.94773966,12.40529689,17.05020719,7.98912592,20.68476831
156,34.60860423,17.068183865,5.78293179,13.14907995,20.50178476,3.217940339,4.09575351,15.97695156,12.43839809,17.09678649,8.00586902,20.693809
157,34.62809143,17.073874345,5.80688979,13.27017495,20.51975556,3.225456109,4.15713651,15.97695156,12.44827331,17.10365447,8.02888182,20.7140299
158,34.64478263,17.142920945,5.81229228,13.36740825,20.53129656,3.225456109,4.19240111,15.97695156,12.46191261,17.12000967,8.05427132,20.730554
159,34.86225063,17.202488845,5.81896967,13.43257315,20.54722416,3.232794649,4.21603631,16.00955356,12.46648994,17.14165227,8.06367373,20.7596559
160,34.99070963,17.208548825,5.83741167,13.51017195,20.56108746,3.240535319,4.25025451,16.04217686,12.48206594,17.16613867,8.09036533,20.76397756
161,35.17677763,17.216746225,5.86007327,13.67807295,20.57149666,3.262779819,4.26426331,16.06230026,12.49245814,17.18044167,8.10792833,20.78887306
162,35.41712963,17.220949445,5.87427687,13.75800955,20.59500636,3.290716419,4.28275951,16.07155376,12.50089857,17.25019527,8.15923083,20.85302206
163,35.59556763,17.267456645,5.88151596,13.79606525,20.62365216,3.290716419,4.34396351,16.08080726,12.52338247,17.28881937,8.18626493,20.91301096
164,35.79682563,17.271613685,5.90946946,13.79606525,20.63396196,3.313282819,4.36479671,16.09006076,12.54909937,17.30663427,8.20796373,21.02020496
165,35.90490663,17.271613685,5.93113696,13.86771715,20.65788076,3.331235719,4.36479671,16.09006076,12.5546468,17.33255897,8.21625002,21.12136496
166,36.00397553,17.327798885,5.96121956,13.90208105,20.65788076,3.344394419,4.40121971,16.09006076,12.564922,17.38468847,8.23201002,21.15577186
167,36.05009393,17.371050185,5.99435746,13.93230105,20.69061096,3.376011519,4.42168451,16.09006076,12.5933595,17.47829037,8.26432442,21.17200856
168,36.07361833,17.404128685,6.00452126,13.99479945,20.82224496,3.401890219,4.49491931,16.09931426,12.60106803,17.52985917,8.29726872,21.17782199
169,36.10265023,17.421233085,6.01677806,14.01147235,21.13316996,3.407588869,4.53312201,16.10429092,12.61142943,17.55200567,8.32349562,21.19375009
170,36.15226283,17.424227185,6.04380176,14.03952565,21.41326696,3.413287519,4.56720131,16.10926758,12.62234603,17.59631617,8.35786292,21.21709829
171,36.19408063,17.429008965,6.06396656,14.08696165,21.71431996,3.436667319,4.61783251,16.10926758,12.64830433,17.61291897,8.36190398,21.25058139
172,36.32304163,17.431488475,6.07134683,14.10684955,22.10701296,3.452207819,4.64039491,16.11852108,12.68084183,17.64067087,8.36478207,21.35035929
173,36.49073563,17.474390475,6.09818283,14.15467715,22.33860796,3.465343819,4.65033468,16.14773298,12.70814323,17.66989497,8.37657047,21.38898479
174,36.66385563,17.503037575,6.10495403,14.16769375,22.42094946,3.470767289,4.67860758,16.16272888,12.71472063,17.78179697,8.40011277,21.45150839
175,36.90919563,17.544443575,6.12491573,14.18167215,22.48395576,3.484096789,4.69478588,16.17694488,12.72223971,17.80969377,8.42908027,21.45787696
176,37.11477263,17.576437875,6.13613353,14.21100405,22.49872806,3.484096789,4.77442978,16.17694488,12.72629466,17.83824207,8.44218377,21.52214076
177,37.22698863,17.588952175,6.16226653,14.21470552,22.52516856,3.491435329,4.78704638,16.17694488,12.73878766,17.88794347,8.46566957,21.53052164
178,37.29012903,17.601976675,6.19818753,14.25100772,22.53514902,3.498773869,4.80079738,16.17694488,12.76313546,17.90968247,8.48761557,21.54705424
179,37.34907933,17.618875375,6.20384624,14.31045772,22.54727952,3.498773869,4.81577628,16.17694488,12.77508986,17.93459007,8.52271517,21.61952374
180,37.52276033,17.622052145,6.22756804,14.33734822,22.56591572,3.505360959,4.83029028,16.17694488,12.79903166,17.94407662,8.55192697,21.67988594
181,37.68003433,17.668107845,6.24729524,14.35118352,22.58438812,3.518263659,4.83514574,16.17694488,12.83885396,17.95356317,8.56565657,21.70965494
182,37.79350933,17.695503345,6.27241724,14.37417272,22.59825332,3.525779429,4.84409246,16.20615678,12.86205356,17.96328786,8.59088117,21.71214822
183,37.97598633,17.729962245,6.2804274,14.39716192,22.62032192,3.525779429,4.85907136,16.23536868,12.87968536,18.03475046,8.62203407,21.74219242
184,38.16582233,17.778439545,6.3046487,14.40970632,22.71339512,3.551312829,4.87917476,16.23536868,12.91276696,18.06800816,8.64557637,21.74764592
185,38.28885133,17.893747545,6.3191235,14.42182042,22.93250012,3.558598709,4.89068926,16.23536868,12.92460596,18.27836116,8.67015097,21.77486742
186,38.35102793,17.945844145,6.3403374,14.44150852,23.36380812,3.611622109,4.90017659,16.24462218,12.95310376,18.43159816,8.68875187,21.83105342
187,38.40732613,17.984269145,6.3403374,14.45093071,23.66301012,3.790097109,4.9040364,16.25387568,12.96368536,18.45934066,8.70864887,21.83928086
