"","sample-1","sample-2","sample-3","sample-4","sample-5","sample-6","sample-7","sample-8","sample-9","sample-10","sample-11","sample-12"
"TEMP",6.606751,5.378024,0.921109,0.6317741,2.542064,1.0056137,0.4065884,7.0055417,0.4203708,18.230729,1.6532601,0.60915019
"TEMP",6.526964,5.473538,1.0433505,0.5508853,2.0856303,1.2170974,0.3999256,7.87185,0.3931008,15.9579632,1.4113808,1.68668009
"TEMP",6.500599,5.39644,1.1194426,0.5902393,1.5799618,1.3087538,0.3838058,7.994272,0.36278111,13.6936342,1.1748738,3.35917769
"TEMP",6.89996,5.44622,1.1068116,0.5538244,1.2263821,1.22785184,0.3720315,7.7193559,0.36391071,11.5273127,1.2848003,4.73170549
"TEMP",6.972159,5.149137,1.1056896,0.5215976,0.7961691,1.31415564,0.3711895,7.6210719,0.37854851,9.2068121,1.1829633,5.97844679
"TEMP",5.993248,5.189023,1.1713377,0.610165,0.7048241,1.36926394,0.4012239,6.9199179,0.41948821,6.5181449,1.0987036,7.02385359
"TEMP",4.6726719,5.849481,1.2814347,0.5937196,0.7630441,1.38360894,0.3815261,6.2238538,0.44474811,4.3636687,0.9979653,7.11167759
"TEMP",4.0530599,5.928743,1.2320899,0.6523358,0.8155549,1.46292634,0.4195953,5.04391153,0.40535351,2.3266082,0.948985,7.09787819
"TEMP",3.4597119,6.397483,1.1859793,0.5529872,0.8744585,1.26540544,0.4819417,3.96816353,0.32168961,1.5787392,0.9235334,7.26842569
"TEMP",3.2784469,6.194961,1.0762142,0.6747239,1.7002645,1.19397644,0.4560282,2.72976553,0.33122121,1.2732032,0.8254397,7.3991414
"TEMP",3.1531927,6.194054,0.9403566,0.702644,2.501671,1.10446324,0.4677773,2.10251723,0.38377191,0.9875841,0.6700475,7.1685896
"TEMP",3.0392954,5.678883,0.8084376,0.7738898,3.3957057,0.86697612,0.4650937,1.15537123,0.38548621,0.9855723,0.718048,6.096556
"TEMP",2.5001734,5.545243,0.6452646,0.7753367,4.1478902,0.79353702,0.5640997,0.87472623,0.4587112,0.9368373,0.6655625,4.557668
"TEMP",1.7702665,5.169627,0.5899427,0.9233813,4.9901539,0.85163188,0.5736852,0.88953753,0.5535806,0.9159088,0.6166234,3.6736
"TEMP",1.352736,4.863036,0.563667,0.9376303,5.4551089,0.71594108,0.5488558,0.98276453,0.5110464,1.0197014,0.4780644,2.940688
"TEMP",0.98867,4.280612,0.5155971,0.8888115,6.1412189,0.59386208,0.6284423,0.91202033,0.4773855,1.1405346,0.5093165,2.402847
"TEMP",0.9859949,3.370043,0.4500288,0.9206385,6.5821939,0.52292478,0.6430702,0.87840413,0.5174637,1.1210572,0.4466861,2.867427
"TEMP",0.8315077,2.8946785,0.4632831,0.8391295,6.9806857,0.42048698,0.6310857,0.8965729,1.0790886,1.1636197,0.4407183,3.0661276
"TEMP",0.7654277,1.8138975,0.3991855,0.8873011,7.260473,0.42234638,0.5646248,0.7390199,1.9530355,1.1796449,0.4747606,2.8927486
"TEMP",0.8237487,1.3013229,0.3641156,0.8167859,6.4662054,0.40194328,0.6673109,0.7393679,2.6417518,0.9753188,0.5241122,2.9329866
"TEMP",0.840488,1.2134479,0.3371611,0.8046806,5.8038794,0.38899148,0.7192481,0.8113082,3.0690087,0.9884717,0.5203831,3.0520314
"TEMP",0.8453848,1.2293589,0.3004651,0.7276295,4.8461278,0.4389725,0.7104889,0.9487652,3.6704966,1.0222373,0.4848056,3.0807777
"TEMP",0.883862,0.7533672,0.3334785,0.7474047,4.1654071,0.4752665,0.7347309,1.0218313,4.2381011,0.9621773,0.4877328,3.0290837
"TEMP",0.8708538,0.8837862,0.3509596,0.6917297,3.4268041,0.4575603,0.8226867,1.023102,4.2830341,1.1746763,0.4270383,2.6117064
"TEMP",0.9111923,0.9699702,0.3880978,0.6883302,2.9527451,0.4870018,0.7871263,0.878339,4.3271829,1.2064673,0.5093372,2.1194516
"TEMP",1.1108163,1.1435032,0.4110348,0.6536386,2.1740018,0.5669629,0.8314333,0.9059289,4.3363263,1.1127909,0.4885363,1.53702492
"TEMP",1.0503131,1.0996948,0.3440561,0.6127611,1.6165881,0.5345666,1.0330002,0.9042392,4.24813503,1.1366596,0.5484448,0.97034042
"TEMP",1.0366241,1.1231165,0.3602628,0.6116729,1.1815674,0.5807224,1.0209448,0.9879007,3.66682896,1.1742966,0.5161747,0.80967822
"TEMP",1.0124523,1.0257194,0.3721009,0.5712443,0.8126224,0.6674009,1.0364146,0.9578483,2.82795956,1.1793614,0.5534557,0.94152822
"TEMP",0.8438781,1.0382382,0.4297592,0.5231471,0.781823,0.6382969,1.0643076,0.9086403,2.11994416,1.2798325,0.5145461,0.92231422
"TEMP",0.8177867,0.987345,0.5052209,0.5610289,0.6822255,0.6564738,1.0584891,0.8662243,1.65343786,1.2496958,0.6095304,0.78758332
"TEMP",0.7893085,1.102247,0.5324875,0.644649,0.7530295,0.6429084,1.10152,0.7498954,1.08628526,1.1798477,0.6974747,0.97923562
"TEMP",0.7816328,1.2315687,0.5121944,0.6765864,0.7015276,0.5752165,0.95889365,0.7480037,0.4481035,1.0873662,0.6873624,1.06066162
"TEMP",0.795128,1.2279457,0.4214062,0.5891044,0.5751397,0.5758953,0.93451165,0.8977448,0.3380167,0.8728994,0.6955538,1.00644902
"TEMP",0.838468,1.1387055,0.3433383,0.5783007,0.4799208,0.5699177,0.90552615,0.9801108,0.3933448,0.7761477,0.623498,1.02475962
"TEMP",0.5462815,1.1034065,0.336564,0.5599413,0.5441102,0.5338671,0.73359212,0.9903251,0.3677316,0.7427445,0.6206325,1.0415769
"TEMP",0.7772429,1.1678239,0.3518171,0.524168,0.4847339,0.5389904,0.53419802,1.0301437,0.44356537,0.7760304,0.6524847,1.1382764
"TEMP",0.7943391,1.2170987,0.3280844,0.5336799,0.4751835,0.44916473,0.62231882,1.0183266,0.46740004,0.7630834,0.7481839,1.0930381
"TEMP",1.1000979,1.2151408,0.340377,0.495656,0.5660077,0.35186603,0.65720082,0.9742036,0.42272714,0.739476,0.7693471,0.9216881
"TEMP",1.1811596,1.3096766,0.3193276,0.5483334,1.2015087,0.33335523,0.50190582,1.0014535,1.07357154,0.625708,0.8326538,0.7941379
"TEMP",1.2699849,1.3413798,0.2846859,0.6056894,1.8610292,0.40553333,0.47414522,0.9634599,1.82946484,0.6581327,0.8135368,0.7782598
"TEMP",1.2780695,1.0737948,0.2738481,0.5520187,2.5149598,0.44933553,0.47114272,1.0889208,3.06855344,0.6909496,0.7755394,0.5447579
"TEMP",1.3166659,0.9334608,0.2878802,0.6937652,3.0331024,0.48662643,0.53184767,1.0177464,3.9700092,0.6563216,0.8005095,0.4701699
"TEMP",1.3072623,0.7966593,0.3246457,0.699059,3.8608753,0.54427663,0.57411067,0.8782596,4.799634,0.6965814,0.8090306,0.4606789
"TEMP",1.2781403,0.9384635,0.351892,0.7425614,4.7188732,0.49870853,0.67761697,0.8012876,5.5660131,0.7924701,0.8858291,0.4247993
"TEMP",1.2747707,0.9469775,0.3505853,0.7690375,5.7053621,0.54281823,0.7514367,0.7811613,6.689883,0.8912197,0.8927939,0.5801797
"TEMP",1.0694787,1.0038755,0.3518188,0.8465773,6.3874541,0.54238593,0.7352254,0.746584,7.1509013,0.8114012,0.9228749,0.5070055
"TEMP",1.0370921,0.966506,0.3967563,0.8943802,7.2024912,0.5676552,0.653095,0.8045561,7.4004607,0.6906642,0.8117625,0.651977
"TEMP",0.7330706,1.0131121,0.4056685,0.911997,7.65116,0.6160899,0.6189804,0.9680055,7.669755,0.9199976,0.8052387,0.651977
"TEMP",0.7452101,1.0600111,0.37391371,1.013821,7.253185,0.6092631,0.6392681,0.9146908,7.0290827,1.0273316,0.7300189,0.6387756
"TEMP",0.6825065,0.9632001,0.35064611,0.8895819,6.6236052,0.49934288,0.6487587,1.0220364,6.2373227,1.0365799,0.6343018,0.6798413
"TEMP",0.6734644,1.0302748,0.35240091,1.1999056,5.9169056,0.45079798,0.7600679,0.8956089,4.9773009,1.0432237,0.5795324,0.65850846
"TEMP",0.6629598,1.1216691,0.42469101,1.2752696,5.3588726,0.47122338,1.0198913,1.0125599,4.1642486,1.1013298,0.6043683,0.62856956
"TEMP",0.6886476,1.1971266,0.50121751,1.2983083,4.6919466,0.42507238,0.86092483,0.9946879,3.3909886,1.023508,0.6574814,0.65258806
"TEMP",0.616949,0.9731994,0.51006591,1.6291706,3.8315981,0.40495138,0.77568833,0.8859377,3.2693366,0.9205942,0.6037322,0.69765536
"TEMP",0.54396809,1.0046124,0.54325471,1.6109319,2.8301573,0.34005368,0.74709333,0.8396374,2.9877196,0.8046071,0.5961408,0.68737436
"TEMP",0.57797229,1.0541104,0.62246751,1.9310499,2.1736324,0.41322258,0.78145713,0.8674249,3.1628756,0.9390946,0.4849336,0.66453516
"TEMP",0.56757109,1.0885329,0.63936891,1.8849332,1.3087694,0.45339308,0.86444453,0.7196237,3.6606346,1.0941886,0.5283079,0.54093186
"TEMP",0.61435319,1.0439058,0.66253441,1.8584691,0.7948435,0.46693128,0.87156473,0.6256667,3.8475646,0.8612624,0.4956393,0.62826136
"TEMP",0.53122109,1.0700948,0.6972789,1.7255517,0.5983015,0.53773928,1.04745003,0.7342225,3.8962601,0.8303394,0.5166932,0.75123496
"TEMP",0.49078339,1.2000988,0.722063,2.1141428,0.7477523,0.5576357,1.03392833,0.7979815,3.90505022,0.9827073,0.5249948,0.87831026
"TEMP",0.58413859,1.2738441,0.7604419,2.0355128,1.3611999,0.5606332,0.98577833,0.891846,3.88803432,0.9081817,0.5844419,0.982556
"TEMP",0.59084199,1.2891278,0.6992146,1.9319558,2.0727459,0.5098879,0.83400633,0.7988326,3.88012802,0.9518961,0.5505204,0.9412207
"TEMP",0.63125969,1.208012,0.618277,1.9692454,2.6144839,0.4954637,0.9903258,0.8577854,3.85057402,1.0295169,0.5635374,0.939931
"TEMP",0.79177829,1.3465142,0.6011806,1.9195594,3.3024744,0.5210988,0.9702887,1.0321216,3.21967002,1.0482027,0.633209,0.9649025
"TEMP",1.3878723,1.1600461,0.5439897,2.1218058,3.7719102,0.5168027,1.103909,1.019989,2.44058192,1.1829148,0.6742448,0.8294011
"TEMP",1.8281551,1.0273993,0.4669553,1.8195068,4.4411191,0.4464674,1.1749436,1.1623802,1.77095932,1.101792,0.739538,0.888229
"TEMP",2.4666209,0.9649113,0.4219142,1.9179709,5.2223011,0.4817113,1.2213676,1.2417571,1.14387232,1.083035,0.7988341,0.893437
"TEMP",2.9654613,0.9823999,0.3584262,2.0478737,6.022128,0.4781764,1.2718341,1.3421021,0.73803412,1.0855992,0.829848,1.0072445
"TEMP",3.7343804,0.9217679,0.384412,2.0534049,6.580094,0.39798559,1.1415552,1.3163511,0.74837622,1.053847,0.8539544,0.9468769
"TEMP",3.8689227,0.8855589,0.358974,1.6745646,7.209791,0.39577379,1.183022,1.1580767,0.7731668,0.9024262,0.8654011,0.8467882
"TEMP",3.7910084,0.9628739,0.4339535,1.4522325,7.64127,0.40699359,1.1077208,1.0865752,0.76416574,0.922955,0.8217409,0.7841988
"TEMP",4.0223217,1.1401249,0.5533033,1.3109873,7.661578,0.43524879,1.0565318,1.1835846,0.70539424,0.8121914,0.768944,0.8109415
"TEMP",4.0466747,1.3599937,0.53083961,1.2853976,7.900937,0.41148829,0.9340464,1.0505966,0.67931054,0.8567744,0.6833808,0.9851856
"TEMP",3.8551089,1.2513133,0.56102761,0.9358566,8.047502,0.42771699,0.9751145,0.9729266,0.57971564,0.9714694,0.660365,0.9636171
"TEMP",3.3620629,1.2721643,0.58814391,0.8075906,8.330967,0.41561731,0.9221925,0.9987448,0.53175034,0.9215724,0.6225406,0.9507972
"TEMP",3.6702729,1.3194461,0.62934871,0.8258996,7.781124,0.41955141,0.9197235,0.9325278,0.52938924,0.8740061,0.5936309,0.8708147
"TEMP",3.8116719,1.3749761,0.68908591,0.731919,7.219353,0.34609521,0.8140412,0.9589301,0.44689264,0.764923,0.5816429,0.8406003
"TEMP",3.6745079,1.4871805,0.70714131,0.6313965,6.774209,0.29498411,0.7562967,0.8925431,0.70633084,0.8069883,0.6190219,0.7112815
"TEMP",3.5004889,1.4269986,0.66902061,0.6658088,7.383345,0.31110532,0.8382986,0.8022733,1.23575854,0.8054154,0.6108757,0.6838896
"TEMP",3.8396899,1.5383746,0.66938971,0.693626,7.236528,0.31940042,0.9087165,0.7557385,1.94536884,0.9615452,0.6164146,0.6444566
"TEMP",4.3998002,1.6409296,0.57808811,0.7201504,7.025933,0.28502192,0.9396229,0.7817809,2.9192156,1.4559004,0.6179892,0.60267779
"TEMP",4.5457642,1.5043916,0.43711471,0.7727426,7.370209,0.28263582,0.8881948,0.7058525,3.9243997,1.786406,0.6469528,0.61283489
"TEMP",4.7026662,1.2921288,0.4434156,0.8661272,7.328714,0.32023362,0.85562424,0.7508711,4.6190624,1.985802,0.6406726,0.46826289
"TEMP",4.7440666,1.3085168,0.4717842,1.0250602,6.972864,0.29954132,0.82672554,0.6675918,5.2863873,1.8215337,0.6306332,0.46499569
"TEMP",4.6835692,1.3868709,0.5383246,1.0044518,6.277269,0.3155786,0.73635564,0.6996565,6.0647247,1.8185287,0.6060794,0.46383619
"TEMP",3.9829722,1.3877549,0.5503759,1.0067978,6.2294406,0.3050354,0.73891564,0.6254916,6.4128554,1.8662342,0.5946929,0.51524039
"TEMP",3.2449275,1.2913314,0.4688273,1.3924304,6.1484846,0.334107,0.73048244,0.5685299,6.4426607,2.6200213,0.5306627,0.65973509
"TEMP",2.8721535,1.2897814,0.499123,1.5353369,5.8023553,0.3430172,0.80160854,0.4576298,6.1676749,2.917442,0.4587306,0.69504389
"TEMP",2.3251273,1.4085263,0.5461183,1.5562074,4.7411503,0.3586547,0.83905354,0.5350075,5.6473114,2.9745111,0.4396565,0.66707289
"TEMP",1.8718945,1.198356,0.5766163,1.8278125,4.0666008,0.3535834,0.86488154,0.5024617,4.933717,2.7405029,0.4668072,0.69905689
"TEMP",1.2773002,1.084603,0.5525675,2.0238952,3.2250249,0.3340418,0.90139334,0.4338948,3.9916567,2.2542514,0.4992063,0.7410329
"TEMP",1.4861902,1.115741,0.5563884,2.1017842,2.1966308,0.3091628,0.89767954,0.4865864,2.9686952,1.9681565,0.4984223,0.7468515
"TEMP",1.5998312,1.096461,0.5954687,2.1754192,1.3023599,0.271565,0.9930885,0.5393418,2.2727356,1.6938338,0.5554503,0.6749218
"TEMP",2.0779986,1.0641725,0.5731118,2.5196942,0.7752909,0.3170617,1.0082781,0.5735392,1.6228517,1.724282,0.5381789,0.6663578
"TEMP",2.746899,0.9546618,0.5044178,2.6689476,0.7214859,0.3780253,1.0204394,0.5193728,0.8342712,1.818769,0.6919359,0.8373086
"TEMP",3.161644,0.9510718,0.4541927,2.6434936,0.7102346,0.3582834,1.0828684,0.486795,0.5068239,1.8623116,0.706776,0.9493434
"TEMP",3.6888597,0.9517522,0.5248256,2.2226506,0.6026786,0.367452,1.1000843,0.455909,0.4858464,1.125858,0.7056258,1.1124524
"TEMP",3.9571227,0.7995762,0.5186392,2.2518556,0.640244,0.3759504,0.9916803,0.4265451,0.4476112,0.846226,0.6807054,1.3085094
"TEMP",4.1820159,0.7780822,0.5343396,2.256787,0.467829,0.3789907,0.9155013,0.3389952,0.3792002,0.86286,0.6777589,1.3845329
"TEMP",4.2618317,0.8906545,0.5618525,1.9844302,0.512064,0.4512241,0.7928667,0.3389952,0.4348326,1.1228072,0.7056365,1.3725919
"TEMP",4.2823112,0.782856,0.5761226,1.8803282,0.8719899,0.5287843,0.9066657,0.3667285,0.4170579,1.2283447,0.7282788,1.3404913
"TEMP",3.7175577,0.65559,0.5928444,1.7349949,1.756117,0.5238694,0.9503256,0.2839337,0.434393,1.229855,0.7787027,1.3010086
"TEMP",3.4812487,0.6464013,0.6185641,1.5865045,2.5540349,0.5177493,0.9499096,0.2010751,0.4204284,1.2892687,0.8017071,1.3580323
"TEMP",3.0489217,0.6361645,0.6110809,1.2254655,3.4251119,0.5211518,1.0596692,0.140764,0.467081,1.2961614,0.761181,1.38377
"TEMP",2.7150737,0.63099845,0.590631,1.0454959,4.5315819,0.484,1.0718556,0.140764,0.5393015,1.1702796,0.61604983,1.490552
"TEMP",2.6828727,0.62019345,0.6493642,1.0747829,5.1398326,0.5233694,0.9182137,0.2005806,0.5537399,1.142107,0.57035763,1.426524
"TEMP",2.5985417,0.69359175,0.5858794,1.1137943,5.3557166,0.4719909,0.940511,0.2177909,0.4963776,1.4240916,0.57588263,1.292644
"TEMP",3.0099167,0.81768875,0.580767,0.9409433,5.4728645,0.4581344,0.9889984,0.2603971,0.5022868,1.430002,0.63786543,1.008547
"TEMP",3.3291267,0.74518775,0.5242282,0.9258619,5.5171381,0.4186969,1.1185344,0.2603971,0.4836442,1.359328,0.62990393,1.098031
"TEMP",3.5272247,0.65306685,0.5032341,0.8463843,5.4982874,0.3459324,1.0950127,0.2603971,0.4358574,1.227755,0.60344403,1.0744867
"TEMP",3.6459565,0.59296355,0.5804294,0.7678723,5.1336845,0.2903663,0.9167364,0.2326638,0.4857262,1.1383531,0.57048163,1.1066127
"TEMP",3.735624,0.59234695,0.5606546,0.8960776,4.2381773,0.2732871,0.8471331,0.2177484,0.4905007,1.1466284,0.59707413,1.2760712
"TEMP",4.107464,0.59289443,0.5507587,0.8925924,3.4545641,0.2759498,0.7884946,0.202833,0.5295381,1.0422592,0.58162263,1.3870042
"TEMP",4.453494,0.71659513,0.5494472,0.7918886,2.6076529,0.2445492,0.6513017,0.202833,0.5710894,1.0209314,0.61065983,1.3758728
"TEMP",4.407084,0.79126978,0.6026202,0.8011833,1.4722779,0.2204986,0.6104948,0.2626496,0.543103,0.9669027,0.6776336,1.08430433
"TEMP",4.451391,0.76596578,0.5461979,0.7267414,0.844315,0.1811292,0.6255974,0.2626496,0.5141225,1.0934943,0.73567,1.05858573
"TEMP",4.501489,0.82539758,0.598497,0.7253265,0.876478,0.2414,0.6011129,0.217706,0.5935572,0.8577927,0.73567,0.88754323
"TEMP",4.134915,1.04688558,0.5820523,0.7197394,1.344314,0.2232869,0.5871353,0.1750998,0.6065042,1.4046253,0.7225045,0.95004063
"TEMP",3.705136,1.10713358,0.612011,0.6908363,2.5927004,0.3822019,0.3768714,0.2028331,0.679761,1.7783253,0.7389805,0.92583063
"TEMP",3.537547,1.18478948,0.5336887,0.7079816,3.4101846,0.8951078,0.3506268,0.2305664,0.6740325,1.7125133,0.7282246,0.92537073
"TEMP",3.387182,1.30692328,0.4862366,0.6288613,4.2746675,1.1834017,0.3893563,0.2788848,0.684175,2.1320282,0.686145,0.89644493
"TEMP",3.2337237,1.36086388,0.5235263,0.4506863,5.0436927,2.2114717,0.4103772,0.3328273,0.6964747,2.1384008,0.6362125,0.75369473
"TEMP",2.7954256,1.4920769,0.4833071,0.4186459,5.6838699,5.1263098,0.386189,0.3429995,0.7662555,2.270783,0.5880155,0.58704823
"TEMP",2.3612223,1.3994503,0.4459672,0.4257327,6.4036111,7.7153397,0.3989471,0.3707328,0.6469055,2.2778121,0.5933189,0.58947453
"TEMP",2.0632466,1.3311565,0.4119474,0.3568326,7.5148361,9.4236245,0.4357273,0.2831829,0.5773749,2.3407538,0.5902795,0.6165624
